machine,variable,window,n_days,slope_per_day,total_change,p_linear,kendall_tau,p_kendall,significant,is_injected
LD-03,Coolant_Flow_lpm,last14,15,-0.004125513127660429,-0.05775718378724601,0.06689348381613208,-0.29523809523809524,0.13946285911906778,False,False
LD-03,Coolant_Flow_lpm,last7,8,-0.0013799938902021793,-0.009659957231415255,0.7985130661972883,0.21428571428571427,0.5484126984126985,False,False
LD-03,Clean_Flow_lpm,full,120,-0.0041415033082503995,-0.49283889368179756,2.0941951693581564e-71,-0.8705882352941176,3.831037448130413e-45,True,True
LD-03,Clean_Flow_lpm,last45,46,-0.002980130828947988,-0.13410588730265946,2.8649461462212904e-12,-0.6309178743961353,6.301314773650868e-10,True,True
LD-03,Clean_Flow_lpm,last30,31,-0.003069877742020976,-0.09209633226062927,1.7392303871570056e-06,-0.5225806451612904,1.623400723726049e-05,True,True
LD-03,Clean_Flow_lpm,last21,22,-0.004081126293227441,-0.08570365215777626,0.00011641228485780277,-0.4978354978354978,0.0008745419654039282,True,True
LD-03,Clean_Flow_lpm,last14,15,-0.005430192862829628,-0.0760227000796148,0.004474859509866714,-0.5047619047619049,0.008269998948239689,True,True
LD-03,Clean_Flow_lpm,last7,8,-0.009162036718827385,-0.0641342570317917,0.04571976928918718,-0.5714285714285714,0.06101190476190476,False,True
LD-03,Clean_Pressure_bar,full,120,-1.314982390809272e-05,-0.0015648290450630336,0.5738361059953764,-0.0226890756302521,0.7132796776639406,False,False
LD-03,Clean_Pressure_bar,last45,46,-1.929749753638302e-05,-0.0008683873891372359,0.846923956626443,-0.008695652173913045,0.9320917644690463,False,False
LD-03,Clean_Pressure_bar,last30,31,0.0002189340889568009,0.006568022668704028,0.18969341794351022,0.18279569892473121,0.15452856918581126,False,False
LD-03,Clean_Pressure_bar,last21,22,-6.908864190879757e-05,-0.001450861480084749,0.811344604837452,-0.0303030303030303,0.8672669832921104,False,False
LD-03,Clean_Pressure_bar,last14,15,-0.000290525094592369,-0.004067351324293166,0.635665444957494,-0.06666666666666668,0.770495669755301,False,False
LD-03,Clean_Pressure_bar,last7,8,-0.0025716310732288015,-0.01800141751260161,0.058673596851191175,-0.42857142857142855,0.17886904761904762,False,False
LD-03,Clean_Time_s,full,120,8.415117205751045e-05,0.010013989474843743,0.6059219740991022,0.026050420168067228,0.6731033102491262,False,False
LD-03,Clean_Time_s,last45,46,0.00028378300614498287,0.012770235276524228,0.6711732505127983,0.02995169082125604,0.7691302888844245,False,False
LD-03,Clean_Time_s,last30,31,0.001227483402280733,0.036824502068421985,0.32684912939161775,0.10107526881720431,0.43751367774909966,False,False
LD-03,Clean_Time_s,last21,22,0.0018764913634184543,0.03940631863178754,0.34477251809750975,0.12554112554112554,0.4343099494437716,False,False
LD-03,Clean_Time_s,last14,15,0.002669402631167499,0.037371636836344986,0.4839984974357381,0.18095238095238098,0.3794503959627968,False,False
LD-03,Clean_Time_s,last7,8,-0.004893000917391807,-0.03425100642174265,0.595065642880111,-0.14285714285714285,0.7195436507936508,False,False
LD-03,Vibration_mm_s,full,120,-2.1319557763604106e-05,-0.0025370273738688884,0.4910538635454787,-0.023249299719887952,0.7065244567848195,False,False
LD-03,Vibration_mm_s,last45,46,0.00015301085622286,0.0068854885300287,0.2185073430929952,0.11111111111111112,0.2762255700053524,False,False
LD-03,Vibration_mm_s,last30,31,0.0005418105684396399,0.016254317053189197,0.014395644666172732,0.2731182795698925,0.0313913267401709,False,False
LD-03,Vibration_mm_s,last21,22,0.00011268760889767776,0.002366439786851233,0.7107928175356096,0.021645021645021644,0.9112884689584274,False,False
LD-03,Vibration_mm_s,last14,15,-0.00043052700584458035,-0.006027378081824125,0.4399384751852101,-0.20000000000000004,0.3282335876694342,False,False
LD-03,Vibration_mm_s,last7,8,-0.0022932110157131264,-0.016052477109991886,0.17169572914006426,-0.42857142857142855,0.17886904761904762,False,False
LD-04,Laser_Power_W,full,120,-2.8066010467272423e-05,-0.0033398552456054185,0.1664702727384875,-0.1061624649859944,0.08555496949992412,False,False
LD-04,Laser_Power_W,last45,46,-4.7966110877618076e-05,-0.0021584749894928133,0.6062211686408251,-0.0956521739130435,0.3485800790004243,False,False
LD-04,Laser_Power_W,last30,31,-0.00017507963640077889,-0.005252389092023367,0.3061203847819812,-0.1655913978494624,0.19819273485292443,False,False
LD-04,Laser_Power_W,last21,22,-0.00033570143140219347,-0.007049730059446063,0.2900987794468641,-0.11688311688311688,0.4680001686472355,False,False
LD-04,Laser_Power_W,last14,15,-0.0008612753837321866,-0.012057855372250613,0.09298941808206149,-0.2761904761904762,0.16857787367749338,False,False
LD-04,Laser_Power_W,last7,8,-0.001756983667106262,-0.012298885669743834,0.03632986950833699,-0.5714285714285714,0.06101190476190476,False,False
LD-04,Laser_Frequency_kHz,full,120,1.7207606798698693e-05,0.0020477052090451444,0.9347422459643671,0.017927170868347338,0.7715601274357818,False,False
LD-04,Laser_Frequency_kHz,last45,46,0.00045063804230410434,0.020278711903684694,0.618258284999314,0.022222222222222227,0.8276102746091446,False,False
LD-04,Laser_Frequency_kHz,last30,31,0.00022731702166170646,0.006819510649851194,0.8860855381924718,-0.023655913978494626,0.8661910987828696,False,False
LD-04,Laser_Frequency_kHz,last21,22,-0.0035013521990041605,-0.07352839617908737,0.11155052065812644,-0.25541125541125537,0.10236227652840134,False,False
LD-04,Laser_Frequency_kHz,last14,15,-0.003418544472331827,-0.04785962261264558,0.3896555303701053,-0.23809523809523814,0.23945881568583288,False,False
LD-04,Laser_Frequency_kHz,last7,8,-0.004941154735517965,-0.034588083148625756,0.6784279782525129,-0.2857142857142857,0.39875992063492066,False,False
LD-04,Power_Efficiency_pct,full,120,1.1839251126923416e-05,0.0014088708841038865,0.6705521944201243,0.039215686274509796,0.525358404466242,False,False
LD-04,Power_Efficiency_pct,last45,46,-6.731266164581617e-05,-0.003029069774061728,0.5751033641860606,-0.11884057971014494,0.24418796097375184,False,False
LD-04,Power_Efficiency_pct,last30,31,-0.0001277357462422932,-0.0038320723872687958,0.5409855113629907,-0.11827956989247314,0.36174932276300503,False,False
LD-04,Power_Efficiency_pct,last21,22,-0.0002200711311216941,-0.004621493753555576,0.5766618822219008,-0.10822510822510822,0.5030535233842987,False,False
LD-04,Power_Efficiency_pct,last14,15,1.3082993503538935e-06,1.831619090495451e-05,0.9985475797799898,0.08571428571428572,0.6971814254173712,False,False
LD-04,Power_Efficiency_pct,last7,8,-0.0022966519268184777,-0.016076563487729345,0.10611744703263738,-0.2857142857142857,0.39875992063492066,False,False
LD-04,Beam_Center_Offset_um,full,120,-2.261304758459611e-05,-0.002690952662566937,0.5969701231487967,-0.056302521008403356,0.36185679701747087,False,False
LD-04,Beam_Center_Offset_um,last45,46,-0.000103496380967125,-0.004657337143520625,0.6029457600499636,-0.060869565217391314,0.5508455521061248,False,False
LD-04,Beam_Center_Offset_um,last30,31,-8.410180436024987e-05,-0.002523054130807496,0.8189429694017825,-0.04516129032258065,0.7360557234059398,False,False
LD-04,Beam_Center_Offset_um,last21,22,-0.0006143400163994788,-0.012901140344389054,0.3499475666457258,-0.16017316017316016,0.31397950542939346,False,False
LD-04,Beam_Center_Offset_um,last14,15,-0.0022844667168932108,-0.03198253403650495,0.057578100910184865,-0.3523809523809524,0.07433498084899375,False,False
LD-04,Beam_Center_Offset_um,last7,8,-0.002446736299414872,-0.017127154095904103,0.39505190316401534,-0.3571428571428571,0.27509920634920637,False,False
LD-04,Feed_Speed_mm_s,full,120,-0.00019762456842554308,-0.023517323642639625,0.4327180344219735,-0.04817927170868346,0.43522917609586287,False,False
LD-04,Feed_Speed_mm_s,last45,46,-0.0018285491526718774,-0.08228471187023448,0.10191221368267404,-0.17681159420289855,0.08315402284648099,False,False
LD-04,Feed_Speed_mm_s,last30,31,-0.00011296475593929753,-0.0033889426781789256,0.9560519165185911,-0.023655913978494626,0.8661910987828696,False,False
LD-04,Feed_Speed_mm_s,last21,22,-0.001568941012464529,-0.03294776126175511,0.6098915373981871,-0.047619047619047616,0.7805448221723992,False,False
LD-04,Feed_Speed_mm_s,last14,15,-0.00029199281105109416,-0.004087899354715319,0.9551833597425232,0.009523809523809525,1.0,False,False
LD-04,Feed_Speed_mm_s,last7,8,-0.0300540678734307,-0.2103784751140149,0.047083259989821095,-0.3571428571428571,0.27509920634920637,False,False
LD-04,Focus_Offset_um,full,120,-0.00010334681765145763,-0.012298271300523458,0.17405969810769611,-0.10084033613445377,0.1024409890290606,False,False
LD-04,Focus_Offset_um,last45,46,0.00041497874432107036,0.018674043494448168,0.23996373241735794,0.11304347826086958,0.2679595343566348,False,False
LD-04,Focus_Offset_um,last30,31,0.0005320905176302807,0.01596271552890842,0.45621534189579643,0.10107526881720431,0.43751367774909966,False,False
LD-04,Focus_Offset_um,last21,22,-0.0004943057080822342,-0.010380419869726919,0.6883041853952374,-0.07359307359307359,0.6555978590524786,False,False
LD-04,Focus_Offset_um,last14,15,-0.0020296090613314602,-0.028414526858640442,0.3537983982243923,-0.12380952380952381,0.5589660721223221,False,False
LD-04,Focus_Offset_um,last7,8,-0.005731519871718114,-0.0401206391020268,0.17958399938819866,-0.2857142857142857,0.39875992063492066,False,False
LD-04,Head_Temp_C,full,120,-0.0003807885546202185,-0.045313837999806005,0.04755155834796183,-0.1165266106442577,0.05913664078480273,False,False
LD-04,Head_Temp_C,last45,46,-0.00047275457245740855,-0.021273955760583385,0.6067779386770016,-0.02415458937198068,0.8128865904398033,False,False
LD-04,Head_Temp_C,last30,31,8.462479466330271e-05,0.0025387438398990813,0.9560337001834347,-0.015053763440860218,0.9194760457503081,False,False
LD-04,Head_Temp_C,last21,22,-0.002723816324956161,-0.05720014282407938,0.24215547538726453,-0.1948051948051948,0.21747455727039447,False,False
LD-04,Head_Temp_C,last14,15,-0.005544240957860629,-0.0776193734100488,0.192723565966351,-0.2571428571428572,0.20184282422518202,False,False
LD-04,Head_Temp_C,last7,8,-0.011204658766082237,-0.07843261136257566,0.2896709828970191,-0.2857142857142857,0.39875992063492066,False,False
LD-04,Coolant_Flow_lpm,full,120,2.8806904956986126e-05,0.003428021689881349,0.733177251372895,0.025210084033613443,0.6830657015435819,False,False
LD-04,Coolant_Flow_lpm,last45,46,0.0003833247735234358,0.01724961480855461,0.2329022613329838,0.10531400966183575,0.302058744412545,False,False
LD-04,Coolant_Flow_lpm,last30,31,0.0002855718237290848,0.008567154711872544,0.5957065910177007,0.04516129032258065,0.7360557234059398,False,False
LD-04,Coolant_Flow_lpm,last21,22,-0.0005014414798902693,-0.010530271077695654,0.6273481354789704,-0.05627705627705628,0.7380940484479567,False,False
LD-04,Coolant_Flow_lpm,last14,15,-0.0012363142699814628,-0.01730839977974048,0.5059604134865435,-0.18095238095238098,0.3794503959627968,False,False
LD-04,Coolant_Flow_lpm,last7,8,0.0032056949230482986,0.02243986446133809,0.506353978511067,0.21428571428571427,0.5484126984126985,False,False
LD-04,Clean_Flow_lpm,full,120,1.8968469058617334e-05,0.002257247817975463,0.7693352082862452,0.022128851540616244,0.7200574572362877,False,False
LD-04,Clean_Flow_lpm,last45,46,9.5486149776846e-05,0.0042968767399580695,0.763685078021982,0.05507246376811595,0.5894145254666981,False,False
LD-04,Clean_Flow_lpm,last30,31,0.001074648167347374,0.03223944502042122,0.024244684425018304,0.29462365591397854,0.019894582211696026,False,False
LD-04,Clean_Flow_lpm,last21,22,0.0016314912908379543,0.03426131710759704,0.05073677682970714,0.316017316017316,0.041288634586930426,False,False
LD-04,Clean_Flow_lpm,last14,15,-0.0016983127067978618,-0.023776377895170064,0.21394823621218245,-0.2571428571428572,0.20184282422518202,False,False
LD-04,Clean_Flow_lpm,last7,8,-0.0008628938171023561,-0.006040256719716493,0.8382863353319353,-0.14285714285714285,0.7195436507936508,False,False
LD-04,Clean_Pressure_bar,full,120,-2.902245781877291e-05,-0.0034536724804339765,0.22128760052550958,-0.04677871148459383,0.4486950687454937,False,False
LD-04,Clean_Pressure_bar,last45,46,-5.1261081608457516e-05,-0.0023067486723805882,0.6449066472782098,-0.04347826086956522,0.6700591483829517,False,False
LD-04,Clean_Pressure_bar,last30,31,-4.3961690178352886e-05,-0.0013188507053505866,0.8167426949763599,0.027956989247311832,0.8397559694413963,False,False
LD-04,Clean_Pressure_bar,last21,22,-0.0003303757742681108,-0.006937891259630327,0.2607071784770769,-0.10822510822510822,0.5030535233842987,False,False
LD-04,Clean_Pressure_bar,last14,15,-0.0011030164268146165,-0.01544222997540463,0.06007678330409515,-0.29523809523809524,0.13946285911906778,False,False
LD-04,Clean_Pressure_bar,last7,8,-0.0033897805322868797,-0.023728463726008158,0.042451845467928954,-0.5714285714285714,0.06101190476190476,False,False
LD-04,Clean_Time_s,full,120,-8.333381997754558e-05,-0.009916724577327923,0.6164416842886817,-0.029691876750700275,0.6306110331662738,False,False
LD-04,Clean_Time_s,last45,46,-0.0005139794940967712,-0.023129077234354704,0.5175874021197232,-0.0821256038647343,0.42093919726419227,False,False
LD-04,Clean_Time_s,last30,31,-0.0012478751562825761,-0.037436254688477284,0.3577177189060479,-0.13118279569892474,0.31060267097628474,False,False
LD-04,Clean_Time_s,last21,22,-0.0012015085468118658,-0.02523167948304918,0.5914116244519187,-0.1515151515151515,0.34184283041857333,False,False
LD-04,Clean_Time_s,last14,15,0.00021218969666497245,0.0029706557533096143,0.9568000627988213,-0.009523809523809525,1.0,False,False
LD-04,Clean_Time_s,last7,8,-0.006225300462451024,-0.04357710323715717,0.4493111099178426,-0.14285714285714285,0.7195436507936508,False,False
LD-04,Vibration_mm_s,full,120,-8.451868089450754e-06,-0.0010057723026446396,0.7870164800885017,0.0014005602240896356,0.9819036107500836,False,False
LD-04,Vibration_mm_s,last45,46,7.14494770013959e-06,0.00032152264650628154,0.9597918547684415,0.06666666666666667,0.5135612972130861,False,False
LD-04,Vibration_mm_s,last30,31,-8.348627752046208e-05,-0.002504588325613862,0.7365031925671328,0.01935483870967742,0.8927741234198122,False,False
LD-04,Vibration_mm_s,last21,22,-0.0005274442844666266,-0.011076329973799159,0.2103863677998994,-0.09956709956709957,0.5394123595200279,False,False
LD-04,Vibration_mm_s,last14,15,-0.0003693987620301308,-0.005171582668421831,0.6063295587792892,-0.009523809523809525,1.0,False,False
LD-04,Vibration_mm_s,last7,8,-1.1821882838464193e-05,-8.275317986924935e-05,0.995429471931574,0.2857142857142857,0.39875992063492066,False,False
LD-05,Laser_Power_W,full,120,-1.5651868123032432e-06,-0.00018625723066408592,0.933977651628838,-0.009523809523809523,0.8774202232928916,False,False
LD-05,Laser_Power_W,last45,46,-6.360693704583176e-05,-0.002862312167062429,0.45132426938102455,-0.06473429951690822,0.5258418813294821,False,False
LD-05,Laser_Power_W,last30,31,-0.00012788286454301062,-0.0038364859362903184,0.4189850817650318,-0.10967741935483873,0.3985669255500403,False,False
LD-05,Laser_Power_W,last21,22,-0.0005434007895948373,-0.011411416581491583,0.06902042907637951,-0.24675324675324675,0.11503559714073973,False,False
LD-05,Laser_Power_W,last14,15,-0.0007442376128902797,-0.010419326580463916,0.11728582052588622,-0.21904761904761905,0.2815660702955676,False,False
LD-05,Laser_Power_W,last7,8,-0.0011966370795975696,-0.008376459557182987,0.17746927619187766,-0.3571428571428571,0.27509920634920637,False,False
LD-05,Laser_Frequency_kHz,full,120,0.0002981020307623583,0.03547414166072063,0.22478327173135412,0.07450980392156863,0.22754617242433894,False,False
LD-05,Laser_Frequency_kHz,last45,46,0.001884069442091685,0.08478312489412583,0.07328381224086795,0.19806763285024157,0.05226178033042936,False,False
LD-05,Laser_Frequency_kHz,last30,31,-0.00012758724508955078,-0.0038276173526865234,0.9442335460132877,0.015053763440860218,0.9194760457503081,False,False
LD-05,Laser_Frequency_kHz,last21,22,0.002048830700165419,0.043025444703473796,0.471069266090325,0.12554112554112554,0.4343099494437716,False,False
LD-05,Laser_Frequency_kHz,last14,15,0.004064331425423617,0.05690063995593064,0.4711968145269538,0.21904761904761905,0.2815660702955676,False,False
LD-05,Laser_Frequency_kHz,last7,8,0.0009593573808401974,0.006715501665881382,0.9561114343439393,0.14285714285714285,0.7195436507936508,False,False
LD-05,Power_Efficiency_pct,full,120,-0.0019216045251362172,-0.22867093849120984,3.261610934216606e-72,-0.8319327731092435,2.2445065706761008e-41,True,True
LD-05,Power_Efficiency_pct,last45,46,-0.0013615431391661263,-0.06126944126247569,1.8847772838094977e-14,-0.685024154589372,1.907681963476234e-11,True,True
LD-05,Power_Efficiency_pct,last30,31,-0.001324807476728353,-0.039744224301850595,1.1031349937258705e-06,-0.5655913978494624,2.3468374678001507e-06,True,True
LD-05,Power_Efficiency_pct,last21,22,-0.0015845652894612389,-0.033275871078686015,0.0005836390685353198,-0.5151515151515151,0.0005440949983368612,True,True
LD-05,Power_Efficiency_pct,last14,15,-0.0030875543873542756,-0.043225761422959856,0.0001462042101903498,-0.6761904761904762,0.00019989992034469547,True,True
LD-05,Power_Efficiency_pct,last7,8,-0.003972788580940275,-0.027809520066581925,0.034375143129341805,-0.5714285714285714,0.06101190476190476,False,True
LD-05,Beam_Center_Offset_um,full,120,-2.9545556721915437e-05,-0.003515921249907937,0.5002113840417528,-0.026610644257703077,0.6664933099630123,False,False
LD-05,Beam_Center_Offset_um,last45,46,4.158642764937451e-05,0.0018713892442218528,0.8256274882192144,0.02995169082125604,0.7691302888844245,False,False
LD-05,Beam_Center_Offset_um,last30,31,-8.935002740161019e-05,-0.0026805008220483055,0.794660546112653,-0.027956989247311832,0.8397559694413963,False,False
LD-05,Beam_Center_Offset_um,last21,22,-0.0006066173412421071,-0.012738964166084249,0.22248855410134144,-0.1948051948051948,0.21747455727039447,False,False
LD-05,Beam_Center_Offset_um,last14,15,-0.00019645545594656422,-0.002750376383251899,0.816418433586791,0.04761904761904762,0.845841042458974,False,False
LD-05,Beam_Center_Offset_um,last7,8,-0.0030057871025482488,-0.02104050971783774,0.234189036487899,-0.4999999999999999,0.10868055555555556,False,False
LD-05,Feed_Speed_mm_s,full,120,-9.082249621375732e-05,-0.010807877049437122,0.7377072243322483,0.0,1.0,False,False
LD-05,Feed_Speed_mm_s,last45,46,0.00017503081139785348,0.007876386512903406,0.9009903015685281,0.02028985507246377,0.8423947985404165,False,False
LD-05,Feed_Speed_mm_s,last30,31,0.001552800393539904,0.04658401180619712,0.57349983149316,0.0881720430107527,0.4997789602585872,False,False
LD-05,Feed_Speed_mm_s,last21,22,-0.0007447922144393442,-0.015640636503226227,0.8738968296003765,-0.05627705627705628,0.7380940484479567,False,False
LD-05,Feed_Speed_mm_s,last14,15,-0.012747378148678986,-0.1784632940815058,0.11035544499300155,-0.3523809523809524,0.07433498084899375,False,False
LD-05,Feed_Speed_mm_s,last7,8,-0.03247040877514876,-0.2272928614260413,0.11644726216770256,-0.6428571428571428,0.03115079365079365,False,False
LD-05,Focus_Offset_um,full,120,-3.5739731953120535e-05,-0.004253028102421344,0.6224906181216889,-0.03249299719887955,0.5987271595448422,False,False
LD-05,Focus_Offset_um,last45,46,-0.000275428603554988,-0.01239428715997446,0.3924761144470104,-0.08019323671497586,0.43195150280007366,False,False
LD-05,Focus_Offset_um,last30,31,-0.0009335152160692377,-0.02800545648207713,0.061744619533314435,-0.19569892473118283,0.1268163608618809,False,False
LD-05,Focus_Offset_um,last21,22,-0.0018903236617534044,-0.03969679689682149,0.037243940064528476,-0.316017316017316,0.041288634586930426,False,False
LD-05,Focus_Offset_um,last14,15,-0.0032136263250338967,-0.044990768550474555,0.06304173007724408,-0.33333333333333337,0.09264256691158146,False,False
LD-05,Focus_Offset_um,last7,8,-0.004954260849094309,-0.03467982594366016,0.19253923026391892,-0.2857142857142857,0.39875992063492066,False,False
LD-05,Head_Temp_C,full,120,4.988190739846887e-05,0.005935946980417796,0.8456936493234388,0.019887955182072828,0.747384396011846,False,False
LD-05,Head_Temp_C,last45,46,0.0012538069000593022,0.0564213105026686,0.24125404512119147,0.12270531400966185,0.2291871825467684,False,False
LD-05,Head_Temp_C,last30,31,0.0009007951420958536,0.027023854262875607,0.6536727812077665,0.06666666666666668,0.6129743231700835,False,False
LD-05,Head_Temp_C,last21,22,-0.0004323818657909664,-0.009080019181610294,0.9018763930597591,0.012987012987012986,0.9555771436337516,False,False
LD-05,Head_Temp_C,last14,15,-0.00038947587678382433,-0.005452662274973541,0.9596309398813633,0.028571428571428574,0.9225700904951897,False,False
LD-05,Head_Temp_C,last7,8,-0.021710718901386095,-0.15197503230970266,0.22266864489648602,-0.3571428571428571,0.27509920634920637,False,False
LD-05,Coolant_Flow_lpm,full,120,9.476765337218453e-05,0.01127735075128996,0.30677011468364906,0.06526610644257702,0.2905115474097907,False,False
LD-05,Coolant_Flow_lpm,last45,46,0.00020025444380483793,0.009011449971217706,0.6304701642118761,0.06666666666666667,0.5135612972130861,False,False
LD-05,Coolant_Flow_lpm,last30,31,0.00011194197791644601,0.00335825933749338,0.892134515872846,-0.015053763440860218,0.9194760457503081,False,False
LD-05,Coolant_Flow_lpm,last21,22,-0.0011512179107344435,-0.024175576125423315,0.33050110425685847,-0.1774891774891775,0.26275316600189397,False,False
LD-05,Coolant_Flow_lpm,last14,15,-0.0027498965453198613,-0.03849855163447806,0.14658787178182006,-0.2761904761904762,0.16857787367749338,False,False
LD-05,Coolant_Flow_lpm,last7,8,-0.008578003016685416,-0.06004602111679791,0.12470779435405449,-0.4999999999999999,0.10868055555555556,False,False
LD-05,Clean_Flow_lpm,full,120,5.2443259279191215e-05,0.006240747854223755,0.4206200872848469,0.06554621848739495,0.28844612312171347,False,False
LD-05,Clean_Flow_lpm,last45,46,-7.962169368225442e-05,-0.0035829762157014488,0.773108872391443,-0.014492753623188408,0.8870624094215045,False,False
LD-05,Clean_Flow_lpm,last30,31,-0.00025668688262071263,-0.007700606478621379,0.5983203893957472,-0.05376344086021506,0.6858034239457821,False,False
LD-05,Clean_Flow_lpm,last21,22,-0.0013967084337840033,-0.029330877109464068,0.08886950260971672,-0.24675324675324675,0.11503559714073973,False,False
LD-05,Clean_Flow_lpm,last14,15,-0.001547071008424813,-0.021658994117947382,0.2737334217354858,-0.08571428571428572,0.6971814254173712,False,False
LD-05,Clean_Flow_lpm,last7,8,-0.004957515248026017,-0.03470260673618212,0.2947941805844067,-0.21428571428571427,0.5484126984126985,False,False
LD-05,Clean_Pressure_bar,full,120,-3.829727576135271e-07,-4.557375815600972e-05,0.9883391643842736,0.0008403361344537815,0.9891415705934227,False,False
LD-05,Clean_Pressure_bar,last45,46,0.00010967753742212064,0.004935489183995429,0.38125559531021097,0.15555555555555556,0.12741570029636012,False,False
LD-05,Clean_Pressure_bar,last30,31,-2.285485865773499e-06,-6.856457597320496e-05,0.9906126548840805,0.05806451612903227,0.6611643177577229,False,False
LD-05,Clean_Pressure_bar,last21,22,-0.0002842659016359758,-0.005969583934355492,0.4040316383915796,-0.08225108225108224,0.6157664135385533,False,False
LD-05,Clean_Pressure_bar,last14,15,-0.0005844966093945073,-0.008182952531523102,0.3795702976976529,-0.18095238095238098,0.3794503959627968,False,False
LD-05,Clean_Pressure_bar,last7,8,-0.0024027902592084417,-0.016819531814459093,0.14015937845070442,-0.3571428571428571,0.27509920634920637,False,False
LD-05,Clean_Time_s,full,120,-4.202781858097202e-05,-0.00500131041113567,0.7885822536469356,-0.015126050420168064,0.8064796777538485,False,False
LD-05,Clean_Time_s,last45,46,0.0003621725642562934,0.016297765391533204,0.5731875662255312,0.03381642512077295,0.7403534570325994,False,False
LD-05,Clean_Time_s,last30,31,-0.00019964277475315468,-0.00598928324259464,0.8608861237107127,-0.006451612903225807,0.9731187568658406,False,False
LD-05,Clean_Time_s,last21,22,-0.0003543355021701512,-0.0074410455455731755,0.8551213695707868,-0.021645021645021644,0.9112884689584274,False,False
LD-05,Clean_Time_s,last14,15,-0.001693644741594299,-0.023711026382320186,0.6651669951086921,-0.10476190476190476,0.6264945175158468,False,False
LD-05,Clean_Time_s,last7,8,-0.008047273549938743,-0.0563309148495712,0.30147296477519636,-0.21428571428571427,0.5484126984126985,False,False
LD-05,Vibration_mm_s,full,120,-2.440931113970894e-05,-0.002904708025625364,0.44010860565438087,-0.03529411764705882,0.5675952899444687,False,False
LD-05,Vibration_mm_s,last45,46,-0.00017115424949438457,-0.0077019412272473055,0.23124133789652035,-0.13429951690821257,0.18814950810376052,False,False
LD-05,Vibration_mm_s,last30,31,-0.00016801009277902411,-0.005040302783370723,0.5371999042042082,-0.10107526881720431,0.43751367774909966,False,False
LD-05,Vibration_mm_s,last21,22,-0.0002871852604157226,-0.006030890468730174,0.5336512600598912,-0.12554112554112554,0.4343099494437716,False,False
LD-05,Vibration_mm_s,last14,15,-0.0005973713385236438,-0.008363198739331012,0.48587404445428806,-0.20000000000000004,0.3282335876694342,False,False
LD-05,Vibration_mm_s,last7,8,0.0005703581797406784,0.003992507258184749,0.8289924528161378,0.07142857142857142,0.9048611111111111,False,False
LD-06,Laser_Power_W,full,120,2.932403341275077e-06,0.0003489559976117342,0.8843631254543844,0.012044817927170865,0.8453391768168708,False,False
LD-06,Laser_Power_W,last45,46,-4.054022560167593e-05,-0.001824310152075417,0.6457167743846648,-0.04347826086956522,0.6700591483829517,False,False
LD-06,Laser_Power_W,last30,31,-3.134124731487553e-05,-0.0009402374194462659,0.838341340265248,-0.027956989247311832,0.8397559694413963,False,False
LD-06,Laser_Power_W,last21,22,-0.0004068078127209456,-0.008542964067139856,0.10455823932310807,-0.24675324675324675,0.11503559714073973,False,False
LD-06,Laser_Power_W,last14,15,-0.0004961457462303618,-0.006946040447225066,0.25695671692433636,-0.20000000000000004,0.3282335876694342,False,False
LD-06,Laser_Power_W,last7,8,-0.002187312935574292,-0.015311190549020044,0.057028251119995536,-0.4999999999999999,0.10868055555555556,False,False
LD-06,Laser_Frequency_kHz,full,120,2.604409267624436e-05,0.0030992470284730788,0.9129606143555354,0.013725490196078431,0.8240900261441185,False,False
LD-06,Laser_Frequency_kHz,last45,46,0.0005187872833195657,0.023345427749380455,0.6015063349370143,0.053140096618357495,0.6025420881792322,False,False
LD-06,Laser_Frequency_kHz,last30,31,0.0009981211949418845,0.029943635848256534,0.5899280933288591,0.09677419354838711,0.4577662033034028,False,False
LD-06,Laser_Frequency_kHz,last21,22,-0.0001374119652043908,-0.0028856512692922065,0.9670952058543753,-0.012987012987012986,0.9555771436337516,False,False
LD-06,Laser_Frequency_kHz,last14,15,-0.002322723886601961,-0.03251813441242746,0.6967672667658265,-0.08571428571428572,0.6971814254173712,False,False
LD-06,Laser_Frequency_kHz,last7,8,-0.02903479368981839,-0.20324355582872872,0.10110511391912307,-0.4999999999999999,0.10868055555555556,False,False
LD-06,Power_Efficiency_pct,full,120,2.793825360253968e-06,0.0003324652178702222,0.9249357887440276,0.026610644257703077,0.6664933099630123,False,False
LD-06,Power_Efficiency_pct,last45,46,-7.058327843736598e-05,-0.003176247529681469,0.5906858550149573,-0.06473429951690822,0.5258418813294821,False,False
LD-06,Power_Efficiency_pct,last30,31,0.0001483738481097751,0.004451215443293253,0.5033508441478337,0.07526881720430108,0.5663744539910857,False,False
LD-06,Power_Efficiency_pct,last21,22,-0.00041867481504812243,-0.00879217111601057,0.234439508543302,-0.16883116883116883,0.2876167582552455,False,False
LD-06,Power_Efficiency_pct,last14,15,-0.0006657777827572074,-0.009320888958600903,0.2926696829966819,-0.1619047619047619,0.43511891093211363,False,False
LD-06,Power_Efficiency_pct,last7,8,-0.002028276543085334,-0.014197935801597337,0.23129116187966145,-0.2857142857142857,0.39875992063492066,False,False
LD-06,Beam_Center_Offset_um,full,120,-1.8095516947920447e-05,-0.002153366516802533,0.6764748265161497,-0.006162464985994397,0.9205010570464311,False,False
