Sample_No,Recipe_Version,Rev_No,Wafer_ID,Tool_ID,Chamber_ID,Site_ID,Zone,Radius_frac,Angle_deg,Top_CD_nm,Mid_CD_nm,Bottom_CD_nm,Depth_nm,Top_CD_Pass,Mid_CD_Pass,Bottom_CD_Pass,Depth_Pass,Defect_Count,Defect_Severity,Anomaly_Event
887,Rev6,6,W031,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,73.34,72.71,63.23,479.6,True,True,True,False,1,6.05,
888,Rev6,6,W031,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,73.71,69.13,62.77,420.6,True,True,True,True,0,0.0,
889,Rev6,6,W031,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,74.81,71.2,62.56,409.6,True,True,True,True,0,0.0,
890,Rev6,6,W031,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,72.8,72.63,61.97,407.9,True,True,True,True,2,11.16,
891,Rev6,6,W031,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,72.73,70.94,66.68,444.2,True,True,True,True,0,0.0,
892,Rev6,6,W031,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,71.87,75.19,65.97,451.6,True,False,True,True,1,5.68,esc_temp_drift
893,Rev6,6,W031,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,73.47,74.42,64.68,454.0,True,False,True,False,2,9.39,
894,Rev6,6,W031,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,74.77,70.35,69.08,486.9,True,True,True,False,1,4.1,pressure_spike
895,Rev6,6,W031,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,73.89,71.01,65.51,479.9,True,True,True,False,0,0.0,
896,Rev6,6,W031,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,72.83,71.43,66.68,416.8,True,True,True,True,1,4.63,polymer_residue
897,Rev6,6,W031,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,73.94,69.64,69.02,458.3,True,True,True,False,0,0.0,
898,Rev6,6,W031,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,76.06,71.96,66.88,437.9,False,True,True,True,1,5.55,
899,Rev6,6,W031,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,71.97,70.31,70.58,407.9,True,True,True,True,0,0.0,
900,Rev8,8,W032,AE-3200,CH-A,C1,Center,0.0,0.0,69.64,69.51,63.43,414.7,True,True,True,True,0,0.0,
901,Rev8,8,W032,AE-3200,CH-A,MID-01,Mid,0.52,30.0,74.68,71.56,61.67,441.1,True,True,True,True,0,0.0,
902,Rev8,8,W032,AE-3200,CH-A,MID-02,Mid,0.52,90.0,76.82,73.15,57.36,394.2,False,False,False,True,0,0.0,
903,Rev8,8,W032,AE-3200,CH-A,MID-03,Mid,0.52,150.0,72.68,70.05,62.18,424.5,True,True,True,True,0,0.0,
904,Rev8,8,W032,AE-3200,CH-A,MID-04,Mid,0.52,210.0,73.23,71.17,61.77,411.8,True,True,True,True,0,0.0,
905,Rev8,8,W032,AE-3200,CH-A,MID-05,Mid,0.52,270.0,74.23,71.23,66.61,409.7,True,True,True,True,0,0.0,
906,Rev8,8,W032,AE-3200,CH-A,MID-06,Mid,0.52,330.0,72.84,69.71,65.78,417.3,True,True,True,True,0,0.0,
907,Rev8,8,W032,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,73.29,71.75,63.32,432.2,True,True,True,True,0,0.0,
908,Rev8,8,W032,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,76.27,71.45,63.59,445.8,False,True,True,True,1,1.88,
909,Rev8,8,W032,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,74.79,73.8,60.52,420.2,True,False,True,True,2,8.36,pressure_spike
910,Rev8,8,W032,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,75.0,72.85,62.77,408.9,True,False,True,True,0,0.0,
911,Rev8,8,W032,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,74.12,72.82,64.98,414.1,True,False,True,True,0,0.0,
912,Rev8,8,W032,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,76.2,74.69,71.92,417.5,False,False,False,True,2,9.4,
913,Rev8,8,W032,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,76.09,71.99,65.11,422.0,False,True,True,True,1,5.96,arc_event
914,Rev8,8,W032,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,76.17,71.58,67.04,419.9,False,True,True,True,1,2.24,
915,Rev8,8,W032,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,75.93,70.85,68.54,427.3,False,True,True,True,1,1.94,
916,Rev8,8,W032,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,74.7,71.2,66.96,429.4,True,True,True,True,0,0.0,
917,Rev8,8,W032,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,73.93,69.8,61.23,402.8,True,True,True,True,0,0.0,
918,Rev8,8,W032,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,75.85,73.97,65.2,451.1,False,False,True,True,2,5.92,
919,Rev8,8,W032,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,76.74,73.75,62.75,459.9,False,False,True,False,0,0.0,
920,Rev8,8,W032,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,75.7,70.76,66.31,413.4,False,True,True,True,0,0.0,
921,Rev8,8,W032,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,77.61,72.34,70.71,430.3,False,True,False,True,1,4.8,
922,Rev8,8,W032,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,75.89,72.21,69.54,445.9,False,True,True,True,0,0.0,
923,Rev8,8,W032,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,74.41,68.66,66.39,459.6,True,True,True,False,2,11.04,
924,Rev8,8,W032,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,78.31,75.71,66.34,433.9,False,False,True,True,1,2.67,
925,Rev8,8,W032,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,75.48,71.17,55.94,405.7,False,True,False,True,0,0.0,
926,Rev8,8,W032,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,74.48,69.98,64.51,434.4,True,True,True,True,0,0.0,
927,Rev8,8,W032,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,73.63,72.16,65.17,414.4,True,True,True,True,0,0.0,
928,Rev8,8,W032,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,75.22,71.74,67.19,433.0,False,True,True,True,0,0.0,
929,Rev6,6,W033,PX-7500,CH-C,C1,Center,0.0,0.0,69.96,69.46,63.11,408.0,True,True,True,True,0,0.0,
930,Rev6,6,W033,PX-7500,CH-C,MID-01,Mid,0.52,30.0,73.7,68.31,61.67,411.8,True,True,True,True,0,0.0,
931,Rev6,6,W033,PX-7500,CH-C,MID-02,Mid,0.52,90.0,71.63,71.38,56.4,382.1,True,True,False,True,1,5.28,
932,Rev6,6,W033,PX-7500,CH-C,MID-03,Mid,0.52,150.0,70.47,66.12,61.97,440.9,True,True,True,True,0,0.0,
933,Rev6,6,W033,PX-7500,CH-C,MID-04,Mid,0.52,210.0,71.78,66.8,60.54,401.8,True,True,True,True,0,0.0,
934,Rev6,6,W033,PX-7500,CH-C,MID-05,Mid,0.52,270.0,72.01,68.67,66.45,443.7,True,True,True,True,0,0.0,
935,Rev6,6,W033,PX-7500,CH-C,MID-06,Mid,0.52,330.0,71.87,68.05,64.12,377.6,True,True,True,True,1,4.34,polymer_residue
936,Rev6,6,W033,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,72.63,69.72,66.77,449.8,True,True,True,True,0,0.0,
937,Rev6,6,W033,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,72.82,69.33,61.83,440.1,True,True,True,True,1,2.33,polymer_residue
938,Rev6,6,W033,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,73.04,72.17,63.14,415.1,True,True,True,True,0,0.0,
939,Rev6,6,W033,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,74.65,70.75,59.59,428.4,True,True,True,True,0,0.0,
940,Rev6,6,W033,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,72.43,72.0,66.9,427.0,True,True,True,True,0,0.0,
941,Rev6,6,W033,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,72.93,69.07,67.71,421.6,True,True,True,True,0,0.0,
942,Rev6,6,W033,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,72.2,68.77,67.3,427.7,True,True,True,True,0,0.0,
943,Rev6,6,W033,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,72.33,73.54,66.41,397.0,True,False,True,True,0,0.0,
944,Rev6,6,W033,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,71.89,71.33,65.05,438.2,True,True,True,True,0,0.0,
945,Rev6,6,W033,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,74.31,72.54,64.06,454.7,True,True,True,False,0,0.0,
946,Rev6,6,W033,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,73.83,70.98,69.82,442.9,True,True,True,True,0,0.0,
947,Rev6,6,W033,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,73.69,71.59,67.55,421.0,True,True,True,True,1,5.37,pressure_spike
948,Rev6,6,W033,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,74.37,71.12,61.38,443.8,True,True,True,True,0,0.0,
949,Rev6,6,W033,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,74.34,70.73,64.79,420.3,True,True,True,True,0,0.0,
950,Rev6,6,W033,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,74.16,72.32,64.21,407.0,True,True,True,True,0,0.0,
951,Rev6,6,W033,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,73.42,71.33,64.25,425.3,True,True,True,True,0,0.0,
952,Rev6,6,W033,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,73.78,70.9,67.59,399.6,True,True,True,True,0,0.0,
953,Rev6,6,W033,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,72.92,70.02,62.98,434.8,True,True,True,True,0,0.0,
954,Rev6,6,W033,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,71.29,70.57,63.87,487.2,True,True,True,False,4,18.33,polymer_residue
955,Rev6,6,W033,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,73.25,72.15,67.46,421.2,True,True,True,True,1,4.98,
956,Rev6,6,W033,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,71.81,74.66,71.01,433.2,True,False,False,True,2,7.8,
957,Rev6,6,W033,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,73.1,72.23,65.56,449.8,True,True,True,True,0,0.0,
958,Base,0,W034,AE-3200,CH-A,C1,Center,0.0,0.0,72.37,70.87,66.26,449.0,True,True,True,True,0,0.0,
959,Base,0,W034,AE-3200,CH-A,MID-01,Mid,0.52,30.0,72.27,74.07,68.6,442.7,True,False,True,True,0,0.0,
960,Base,0,W034,AE-3200,CH-A,MID-02,Mid,0.52,90.0,72.24,73.49,67.09,463.9,True,False,True,False,3,9.65,
961,Base,0,W034,AE-3200,CH-A,MID-03,Mid,0.52,150.0,71.51,74.05,67.68,433.6,True,False,True,True,0,0.0,
962,Base,0,W034,AE-3200,CH-A,MID-04,Mid,0.52,210.0,72.13,72.96,72.44,463.4,True,False,False,False,0,0.0,
963,Base,0,W034,AE-3200,CH-A,MID-05,Mid,0.52,270.0,71.82,75.08,70.4,431.4,True,False,True,True,0,0.0,
964,Base,0,W034,AE-3200,CH-A,MID-06,Mid,0.52,330.0,73.02,73.29,65.49,427.6,True,False,True,True,0,0.0,
965,Base,0,W034,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,73.32,76.35,66.07,424.0,True,False,True,True,1,3.47,polymer_residue
966,Base,0,W034,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,73.49,73.59,70.48,441.3,True,False,True,True,0,0.0,
967,Base,0,W034,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,75.74,73.72,69.65,434.7,False,False,True,True,0,0.0,
968,Base,0,W034,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,73.31,76.11,67.98,425.4,True,False,True,True,0,0.0,
969,Base,0,W034,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,75.57,75.0,65.3,447.4,False,False,True,True,3,6.19,polymer_residue
970,Base,0,W034,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,75.64,76.86,67.93,427.8,False,False,True,True,0,0.0,
971,Base,0,W034,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,74.11,75.25,69.75,431.1,True,False,True,True,0,0.0,
972,Base,0,W034,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,73.09,76.18,71.6,459.0,True,False,False,False,0,0.0,
973,Base,0,W034,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,72.57,75.26,69.99,448.7,True,False,True,True,0,0.0,
974,Base,0,W034,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,74.29,76.39,63.96,449.0,True,False,True,True,1,5.58,endpoint_late
975,Base,0,W034,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,73.43,73.05,71.74,470.5,True,False,False,False,2,12.9,polymer_residue
976,Base,0,W034,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,71.79,76.11,71.13,495.5,True,False,False,False,1,2.65,
977,Base,0,W034,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,72.1,74.86,68.06,426.2,True,False,True,True,0,0.0,
978,Base,0,W034,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,76.22,75.09,64.79,415.5,False,False,True,True,1,3.8,polymer_residue
979,Base,0,W034,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,76.92,77.99,70.72,451.2,False,False,False,True,1,3.69,
980,Base,0,W034,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,73.74,72.73,72.34,457.3,True,True,False,False,0,0.0,
981,Base,0,W034,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,74.12,78.51,69.35,431.9,True,False,True,True,0,0.0,
982,Base,0,W034,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,74.02,76.04,72.95,427.1,True,False,False,True,0,0.0,
983,Base,0,W034,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,72.43,77.19,65.66,441.0,True,False,True,True,1,2.69,
984,Base,0,W034,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,73.71,75.87,65.78,480.6,True,False,True,False,0,0.0,
985,Base,0,W034,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,74.0,76.88,70.92,462.3,True,False,False,False,1,2.96,
986,Base,0,W034,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,75.18,78.48,64.11,425.3,True,False,True,True,0,0.0,
987,Rev11,11,W035,PX-7500,CH-D,C1,Center,0.0,0.0,67.74,69.72,64.63,427.5,False,True,True,True,1,2.55,polymer_residue
988,Rev11,11,W035,PX-7500,CH-D,MID-01,Mid,0.52,30.0,73.35,67.18,71.99,416.0,True,True,False,True,0,0.0,
989,Rev11,11,W035,PX-7500,CH-D,MID-02,Mid,0.52,90.0,71.13,69.17,69.15,432.5,True,True,True,True,0,0.0,
990,Rev11,11,W035,PX-7500,CH-D,MID-03,Mid,0.52,150.0,71.74,65.41,67.94,421.6,True,False,True,True,0,0.0,
991,Rev11,11,W035,PX-7500,CH-D,MID-04,Mid,0.52,210.0,74.32,67.08,65.4,431.0,True,True,True,True,0,0.0,
992,Rev11,11,W035,PX-7500,CH-D,MID-05,Mid,0.52,270.0,70.4,64.41,69.64,391.3,True,False,True,True,0,0.0,
993,Rev11,11,W035,PX-7500,CH-D,MID-06,Mid,0.52,330.0,69.15,66.25,65.57,428.2,True,True,True,True,1,3.17,arc_event
994,Rev11,11,W035,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,72.24,68.11,72.79,437.6,True,True,False,True,0,0.0,
995,Rev11,11,W035,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,73.07,70.17,69.76,433.0,True,True,True,True,1,5.05,
996,Rev11,11,W035,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,75.45,67.31,69.9,458.4,False,True,True,False,2,10.65,polymer_residue
997,Rev11,11,W035,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,73.4,69.44,67.56,415.0,True,True,True,True,0,0.0,
998,Rev11,11,W035,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,71.62,69.39,73.46,405.8,True,True,False,True,1,1.94,esc_temp_drift
999,Rev11,11,W035,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,74.27,69.07,66.14,434.7,True,True,True,True,0,0.0,
1000,Rev11,11,W035,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,70.33,69.86,73.99,414.5,True,True,False,True,1,6.2,
1001,Rev11,11,W035,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,73.08,69.88,69.05,395.4,True,True,True,True,0,0.0,
1002,Rev11,11,W035,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,74.86,66.77,71.19,463.1,True,True,False,False,0,0.0,
1003,Rev11,11,W035,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,73.47,65.97,73.31,388.8,True,True,False,True,0,0.0,
1004,Rev11,11,W035,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,71.07,69.92,67.26,429.8,True,True,True,True,1,6.17,pressure_spike
1005,Rev11,11,W035,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,73.39,71.17,70.79,396.3,True,True,False,True,0,0.0,
1006,Rev11,11,W035,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,69.91,67.21,73.79,439.4,True,True,False,True,0,0.0,
1007,Rev11,11,W035,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,70.66,69.12,70.09,435.5,True,True,True,True,0,0.0,
1008,Rev11,11,W035,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,74.14,67.99,73.98,468.9,True,True,False,False,1,5.27,endpoint_late
1009,Rev11,11,W035,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,72.58,69.86,71.08,423.0,True,True,False,True,0,0.0,
1010,Rev11,11,W035,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,73.37,70.35,74.03,452.2,True,True,False,False,1,3.82,
1011,Rev11,11,W035,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,72.55,70.23,71.62,464.2,True,True,False,False,1,4.73,
1012,Rev11,11,W035,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,72.68,68.34,71.87,423.4,True,True,False,True,0,0.0,
1013,Rev11,11,W035,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,73.68,69.41,67.94,399.9,True,True,True,True,0,0.0,
1014,Rev11,11,W035,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,74.81,71.97,71.35,409.5,True,True,False,True,1,4.55,
1015,Rev11,11,W035,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,68.78,67.11,70.55,446.0,True,True,True,True,1,5.51,polymer_residue
1016,Rev1,1,W036,AE-3200,CH-B,C1,Center,0.0,0.0,71.91,67.88,60.47,425.1,True,True,True,True,1,5.67,polymer_residue
1017,Rev1,1,W036,AE-3200,CH-B,MID-01,Mid,0.52,30.0,72.83,70.71,64.3,451.6,True,True,True,True,0,0.0,
1018,Rev1,1,W036,AE-3200,CH-B,MID-02,Mid,0.52,90.0,73.72,70.67,64.04,415.7,True,True,True,True,0,0.0,
1019,Rev1,1,W036,AE-3200,CH-B,MID-03,Mid,0.52,150.0,71.61,69.75,65.38,442.5,True,True,True,True,0,0.0,
1020,Rev1,1,W036,AE-3200,CH-B,MID-04,Mid,0.52,210.0,74.34,71.62,60.08,419.7,True,True,True,True,0,0.0,
1021,Rev1,1,W036,AE-3200,CH-B,MID-05,Mid,0.52,270.0,73.69,69.77,65.06,434.9,True,True,True,True,0,0.0,
1022,Rev1,1,W036,AE-3200,CH-B,MID-06,Mid,0.52,330.0,74.55,73.01,69.02,423.7,True,False,True,True,0,0.0,
1023,Rev1,1,W036,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,74.35,71.74,70.43,431.6,True,True,True,True,0,0.0,
1024,Rev1,1,W036,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,75.97,72.02,70.09,436.0,False,True,True,True,0,0.0,
1025,Rev1,1,W036,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,73.31,72.53,66.19,416.4,True,True,True,True,0,0.0,
1026,Rev1,1,W036,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,75.66,71.12,67.02,427.5,False,True,True,True,0,0.0,
1027,Rev1,1,W036,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,76.65,69.15,65.93,391.1,False,True,True,True,3,12.56,polymer_residue
1028,Rev1,1,W036,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,74.9,71.8,67.58,426.7,True,True,True,True,2,9.13,polymer_residue
1029,Rev1,1,W036,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,75.49,69.79,64.31,442.1,False,True,True,True,0,0.0,
1030,Rev1,1,W036,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,75.43,67.49,68.37,435.9,False,True,True,True,1,3.04,
1031,Rev1,1,W036,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,72.33,70.2,66.32,451.1,True,True,True,True,1,3.38,polymer_residue
1032,Rev1,1,W036,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,73.44,67.1,63.28,467.5,True,True,True,False,1,5.98,
1033,Rev1,1,W036,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,74.17,71.2,67.07,405.3,True,True,True,True,0,0.0,
1034,Rev1,1,W036,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,74.74,75.18,66.63,418.3,True,False,True,True,1,1.9,esc_temp_drift
1035,Rev1,1,W036,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,75.14,71.25,65.01,464.8,True,True,True,False,0,0.0,
1036,Rev1,1,W036,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,76.42,73.37,71.05,419.3,False,False,False,True,0,0.0,
1037,Rev1,1,W036,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,75.83,71.95,67.95,442.7,False,True,True,True,0,0.0,
1038,Rev1,1,W036,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,73.11,72.65,65.33,402.9,True,True,True,True,0,0.0,
1039,Rev1,1,W036,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,76.26,74.97,62.24,396.6,False,False,True,True,1,4.39,
1040,Rev1,1,W036,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,74.06,72.23,77.49,400.0,True,True,False,True,2,8.47,
1041,Rev1,1,W036,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,75.64,72.1,71.57,429.4,False,True,False,True,2,11.74,esc_temp_drift
1042,Rev1,1,W036,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,75.47,70.18,68.52,420.6,False,True,True,True,1,2.59,
1043,Rev1,1,W036,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,75.73,71.18,66.46,414.2,False,True,True,True,1,3.43,endpoint_late
1044,Rev1,1,W036,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,74.59,68.48,66.65,423.9,True,True,True,True,1,3.47,arc_event
1045,Rev10,10,W037,PX-7500,CH-C,C1,Center,0.0,0.0,67.66,68.81,64.29,394.7,False,True,True,True,0,0.0,
1046,Rev10,10,W037,PX-7500,CH-C,MID-01,Mid,0.52,30.0,71.22,71.32,66.55,394.6,True,True,True,True,0,0.0,
1047,Rev10,10,W037,PX-7500,CH-C,MID-02,Mid,0.52,90.0,71.97,68.97,65.4,391.1,True,True,True,True,0,0.0,
1048,Rev10,10,W037,PX-7500,CH-C,MID-03,Mid,0.52,150.0,72.37,71.25,63.42,357.0,True,True,True,False,0,0.0,
1049,Rev10,10,W037,PX-7500,CH-C,MID-04,Mid,0.52,210.0,71.69,70.7,63.15,425.7,True,True,True,True,0,0.0,
1050,Rev10,10,W037,PX-7500,CH-C,MID-05,Mid,0.52,270.0,72.03,70.49,68.68,410.0,True,True,True,True,0,0.0,
1051,Rev10,10,W037,PX-7500,CH-C,MID-06,Mid,0.52,330.0,70.35,69.82,71.07,375.7,True,True,False,False,1,4.44,
1052,Rev10,10,W037,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,74.69,68.21,66.38,437.8,True,True,True,True,0,0.0,
1053,Rev10,10,W037,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,75.99,71.91,67.87,405.8,False,True,True,True,0,0.0,
1054,Rev10,10,W037,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,73.16,71.69,71.13,416.5,True,True,False,True,0,0.0,
1055,Rev10,10,W037,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,73.25,71.34,63.75,416.3,True,True,True,True,1,5.95,
1056,Rev10,10,W037,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,72.83,69.81,62.64,419.9,True,True,True,True,1,3.53,esc_temp_drift
1057,Rev10,10,W037,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,72.12,73.02,68.99,415.9,True,False,True,True,0,0.0,
1058,Rev10,10,W037,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,72.8,70.4,68.3,407.9,True,True,True,True,0,0.0,
1059,Rev10,10,W037,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,74.65,72.42,65.09,397.6,True,True,True,True,0,0.0,
1060,Rev10,10,W037,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,72.2,70.7,72.47,357.3,True,True,False,False,0,0.0,
1061,Rev10,10,W037,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,73.59,70.26,67.92,416.2,True,True,True,True,1,5.0,
1062,Rev10,10,W037,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,73.02,70.05,70.7,412.7,True,True,False,True,0,0.0,
1063,Rev10,10,W037,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,74.01,72.79,63.43,421.1,True,True,True,True,1,3.96,
1064,Rev10,10,W037,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,72.74,73.68,70.95,427.2,True,False,False,True,2,11.82,esc_temp_drift
1065,Rev10,10,W037,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,72.85,72.83,67.03,354.3,True,False,True,False,2,7.42,polymer_residue
1066,Rev10,10,W037,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,74.88,72.08,67.14,392.1,True,True,True,True,0,0.0,
1067,Rev10,10,W037,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,72.68,74.6,69.07,444.3,True,False,True,True,0,0.0,
1068,Rev10,10,W037,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,72.41,71.88,65.48,377.2,True,True,True,True,0,0.0,
1069,Rev10,10,W037,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,74.1,72.45,72.25,425.7,True,True,False,True,1,4.38,
1070,Rev10,10,W037,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,72.77,71.55,67.24,394.7,True,True,True,True,0,0.0,
1071,Rev10,10,W037,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,73.17,71.8,75.0,428.5,True,True,False,True,2,5.88,
