Sample_No,Recipe_Version,Rev_No,Wafer_ID,Tool_ID,Chamber_ID,Site_ID,Zone,Radius_frac,Angle_deg,Top_CD_nm,Mid_CD_nm,Bottom_CD_nm,Depth_nm,Top_CD_Pass,Mid_CD_Pass,Bottom_CD_Pass,Depth_Pass,Defect_Count,Defect_Severity,Anomaly_Event
565,Rev2,2,W020,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,2201.27,2110.03,2157.42,3300.0,True,True,True,True,0,0.0,
566,Rev2,2,W020,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,2197.15,2079.79,2203.38,3359.3,True,True,False,True,1,4.34,
567,Rev2,2,W020,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,2188.18,2136.14,2163.7,3392.8,True,True,True,True,2,9.5,
568,Rev2,2,W020,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,2244.84,2118.81,2151.01,3502.3,False,True,True,False,2,10.57,polymer_residue
569,Rev2,2,W020,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,2188.14,2054.08,2220.87,3391.6,True,True,False,True,1,3.59,polymer_residue
570,Rev2,2,W020,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,2229.87,2115.6,2175.44,3390.5,False,True,False,True,1,5.69,pressure_spike
571,Rev2,2,W020,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,2198.46,2140.26,2183.21,3455.0,True,True,False,True,1,4.86,polymer_residue
572,Rev2,2,W020,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,2196.13,2079.25,2084.97,3529.6,True,True,True,False,0,0.0,
573,Rev2,2,W020,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,2183.26,2191.72,2165.01,3594.1,True,True,True,False,0,0.0,
574,Rev2,2,W020,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,2213.06,2094.55,2153.21,3484.3,True,True,True,True,1,5.29,
575,Rev2,2,W020,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,2194.39,2081.84,2202.62,3423.4,True,True,False,True,3,10.17,
576,Rev2,2,W020,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,2209.59,2158.98,2133.9,3561.9,True,True,True,False,1,6.1,
577,Rev2,2,W020,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,2182.28,2118.18,2156.68,3623.6,True,True,True,False,0,0.0,
578,Rev2,2,W020,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,2180.71,2115.91,2156.66,3500.5,True,True,True,False,0,0.0,
579,Rev2,2,W020,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,2178.55,2160.66,2144.03,3302.4,True,True,True,True,1,1.96,arc_event
580,Rev2,2,W020,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,2255.69,2157.53,2010.58,3304.7,False,True,True,True,1,6.19,arc_event
581,Rev10,10,W021,PX-7500,CH-C,C1,Center,0.0,0.0,2135.84,2126.26,2075.61,3380.6,True,True,True,True,0,0.0,
582,Rev10,10,W021,PX-7500,CH-C,MID-01,Mid,0.52,30.0,2147.57,2209.97,1933.1,3281.2,True,False,True,True,0,0.0,
583,Rev10,10,W021,PX-7500,CH-C,MID-02,Mid,0.52,90.0,2146.19,2103.88,2124.98,3349.7,True,True,True,True,0,0.0,
584,Rev10,10,W021,PX-7500,CH-C,MID-03,Mid,0.52,150.0,2187.08,2204.8,2103.12,3401.0,True,False,True,True,0,0.0,
585,Rev10,10,W021,PX-7500,CH-C,MID-04,Mid,0.52,210.0,2137.35,2134.62,2059.39,3536.4,True,True,True,False,1,4.38,
586,Rev10,10,W021,PX-7500,CH-C,MID-05,Mid,0.52,270.0,2203.77,2118.14,1932.2,3502.7,True,True,True,False,0,0.0,
587,Rev10,10,W021,PX-7500,CH-C,MID-06,Mid,0.52,330.0,2159.38,2112.05,1950.27,3532.2,True,True,True,False,0,0.0,
588,Rev10,10,W021,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,2209.49,2142.56,2058.16,3678.2,True,True,True,False,1,6.12,endpoint_late
589,Rev10,10,W021,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,2175.56,2139.27,2060.29,3278.8,True,True,True,True,1,3.12,
590,Rev10,10,W021,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,2219.21,2142.88,2012.24,3448.0,True,True,True,True,1,2.41,polymer_residue
591,Rev10,10,W021,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,2218.77,2206.85,2087.77,3266.7,True,False,True,True,0,0.0,
592,Rev10,10,W021,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,2210.2,2199.55,1995.01,3263.9,True,False,True,True,0,0.0,
593,Rev10,10,W021,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,2163.06,2110.84,2234.76,3506.9,True,True,False,False,1,4.4,
594,Rev10,10,W021,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,2147.84,2147.49,2114.42,3702.6,True,True,True,False,1,6.49,
595,Rev10,10,W021,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,2169.37,2123.16,2104.73,3404.8,True,True,True,True,0,0.0,
596,Rev10,10,W021,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,2152.31,2157.92,2058.93,3460.9,True,True,True,True,2,7.86,
597,Rev10,10,W021,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,2213.58,2178.4,2055.37,3484.1,True,True,True,True,0,0.0,
598,Rev10,10,W021,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,2155.29,2168.06,2064.88,3338.0,True,True,True,True,0,0.0,
599,Rev10,10,W021,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,2174.55,2208.75,2255.76,3732.1,True,False,False,False,1,4.68,
600,Rev10,10,W021,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,2191.85,2132.43,2050.36,3157.5,True,True,True,True,0,0.0,
601,Rev10,10,W021,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,2241.47,2139.35,2099.39,3575.5,False,True,True,False,0,0.0,
602,Rev10,10,W021,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,2192.96,2167.36,2120.84,3443.7,True,True,True,True,0,0.0,
603,Rev10,10,W021,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,2174.68,2173.99,2058.22,3454.5,True,True,True,True,0,0.0,
604,Rev10,10,W021,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,2212.59,2161.36,2117.12,3641.9,True,True,True,False,1,2.01,
605,Rev10,10,W021,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,2243.59,2191.03,2048.47,3423.1,False,True,True,True,1,5.95,
606,Rev10,10,W021,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,2172.78,2153.33,2072.89,3212.0,True,True,True,True,0,0.0,
607,Rev10,10,W021,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,2227.06,2161.37,2084.45,3512.7,False,True,True,False,1,6.16,
608,Rev10,10,W021,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,2135.44,2151.47,2167.51,3407.3,True,True,True,True,0,0.0,
609,Rev10,10,W021,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,2159.67,2209.26,2017.45,3466.6,True,False,True,True,1,2.98,
610,Rev10,10,W022,PX-7500,CH-C,C1,Center,0.0,0.0,2170.29,2131.1,2008.53,3499.7,True,True,True,True,0,0.0,
611,Rev10,10,W022,PX-7500,CH-C,MID-01,Mid,0.52,30.0,2146.61,2181.72,2097.01,3464.1,True,True,True,True,0,0.0,
612,Rev10,10,W022,PX-7500,CH-C,MID-02,Mid,0.52,90.0,2195.81,2145.65,2040.57,3573.8,True,True,True,False,0,0.0,
613,Rev10,10,W022,PX-7500,CH-C,MID-03,Mid,0.52,150.0,2193.05,2115.83,2046.49,3420.1,True,True,True,True,0,0.0,
614,Rev10,10,W022,PX-7500,CH-C,MID-04,Mid,0.52,210.0,2194.27,2134.96,1998.2,3378.4,True,True,True,True,0,0.0,
615,Rev10,10,W022,PX-7500,CH-C,MID-05,Mid,0.52,270.0,2182.06,2186.57,1862.51,3313.7,True,True,False,True,0,0.0,
616,Rev10,10,W022,PX-7500,CH-C,MID-06,Mid,0.52,330.0,2162.7,2125.66,1856.45,3461.2,True,True,False,True,0,0.0,
617,Rev10,10,W022,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,2134.29,2155.05,2077.14,3750.8,True,True,True,False,0,0.0,
618,Rev10,10,W022,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,2197.2,2186.72,2050.06,3594.9,True,True,True,False,0,0.0,
619,Rev10,10,W022,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,2194.07,2221.46,1906.59,3557.6,True,False,True,False,1,2.58,
620,Rev10,10,W022,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,2197.91,2153.17,1963.18,3488.6,True,True,True,True,0,0.0,
621,Rev10,10,W022,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,2190.48,2179.57,2002.03,3533.2,True,True,True,False,0,0.0,
622,Rev10,10,W022,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,2161.3,2200.38,2023.25,3454.2,True,False,True,True,1,3.48,
623,Rev10,10,W022,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,2215.46,2161.58,1902.99,3554.4,True,True,True,False,2,10.1,
624,Rev10,10,W022,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,2199.98,2190.73,1979.27,3488.8,True,True,True,True,1,5.04,
625,Rev10,10,W022,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,2181.64,2154.26,2029.16,3489.6,True,True,True,True,1,3.64,
626,Rev10,10,W022,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,2215.14,2189.29,2127.9,3409.1,True,True,True,True,1,6.18,esc_temp_drift
627,Rev10,10,W022,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,2224.25,2133.28,1955.54,3381.0,True,True,True,True,1,2.16,esc_temp_drift
628,Rev10,10,W022,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,2240.34,2148.35,2001.29,3376.6,False,True,True,True,2,10.37,arc_event
629,Rev10,10,W022,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,2186.29,2214.66,1978.03,3637.6,True,False,True,False,1,2.3,polymer_residue
630,Rev10,10,W022,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,2210.42,2214.28,2073.27,3552.3,True,False,True,False,2,7.47,pressure_spike
631,Rev10,10,W022,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,2222.5,2203.17,1995.01,3621.0,True,False,True,False,2,9.7,polymer_residue
632,Rev10,10,W022,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,2216.87,2139.81,2053.33,3494.5,True,True,True,True,0,0.0,
633,Rev10,10,W022,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,2186.0,2203.16,1962.67,3412.5,True,False,True,True,0,0.0,
634,Rev10,10,W022,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,2213.68,2185.88,2124.72,3473.5,True,True,True,True,0,0.0,
635,Rev10,10,W022,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,2218.95,2240.36,1964.43,3471.1,True,False,True,True,1,2.84,endpoint_late
636,Rev10,10,W022,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,2199.29,2217.74,1993.16,3676.6,True,False,True,False,1,1.94,polymer_residue
637,Rev10,10,W022,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,2233.17,2163.62,2038.43,3562.5,False,True,True,False,1,2.04,endpoint_late
638,Rev10,10,W022,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,2202.3,2195.49,2008.94,3623.7,True,False,True,False,1,5.83,
639,Rev11,11,W023,PX-7500,CH-D,C1,Center,0.0,0.0,2248.78,2113.18,1966.98,3159.7,False,True,True,True,0,0.0,
640,Rev11,11,W023,PX-7500,CH-D,MID-01,Mid,0.52,30.0,2227.66,2199.29,2017.17,2906.3,False,False,True,False,0,0.0,
641,Rev11,11,W023,PX-7500,CH-D,MID-02,Mid,0.52,90.0,2266.81,2217.78,2057.24,3332.1,False,False,True,True,0,0.0,
642,Rev11,11,W023,PX-7500,CH-D,MID-03,Mid,0.52,150.0,2249.92,2120.62,1969.78,3125.8,False,True,True,True,0,0.0,
643,Rev11,11,W023,PX-7500,CH-D,MID-04,Mid,0.52,210.0,2284.27,2107.51,2085.16,3241.8,False,True,True,True,2,11.51,
644,Rev11,11,W023,PX-7500,CH-D,MID-05,Mid,0.52,270.0,2293.21,2132.73,1934.58,3114.3,False,True,True,True,0,0.0,
645,Rev11,11,W023,PX-7500,CH-D,MID-06,Mid,0.52,330.0,2293.47,2154.66,2102.44,3054.4,False,True,True,True,0,0.0,
646,Rev11,11,W023,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,2315.33,2191.48,1997.49,3127.2,False,True,True,True,1,4.73,
647,Rev11,11,W023,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,2244.8,2225.3,2005.71,3099.7,False,False,True,True,0,0.0,
648,Rev11,11,W023,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,2328.12,2197.26,2016.16,2960.5,False,False,True,False,2,4.74,polymer_residue
649,Rev11,11,W023,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,2254.46,2161.16,1983.5,3077.6,False,True,True,True,1,2.13,polymer_residue
650,Rev11,11,W023,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,2259.53,2207.12,1908.83,3155.4,False,False,True,True,2,6.68,endpoint_late
651,Rev11,11,W023,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,2310.46,2161.25,2015.45,3298.1,False,True,True,True,0,0.0,
652,Rev11,11,W023,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,2273.22,2182.61,2022.93,3278.6,False,True,True,True,2,9.33,
653,Rev11,11,W023,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,2263.68,2195.75,2063.86,2894.4,False,False,True,False,0,0.0,
654,Rev11,11,W023,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,2297.54,2152.79,1989.56,3261.7,False,True,True,True,0,0.0,
655,Rev11,11,W023,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,2307.01,2211.68,2161.04,3122.9,False,False,True,True,1,6.34,
656,Rev11,11,W023,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,2290.67,2175.81,2012.98,3185.6,False,True,True,True,1,3.38,
657,Rev11,11,W023,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,2303.98,2176.92,1975.95,3266.7,False,True,True,True,0,0.0,
658,Rev11,11,W023,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,2268.27,2218.24,2039.34,3392.3,False,False,True,True,0,0.0,
659,Rev11,11,W023,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,2285.99,2151.6,2030.88,2988.5,False,True,True,False,0,0.0,
660,Rev11,11,W023,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,2287.63,2112.26,1913.29,3186.0,False,True,True,True,0,0.0,
661,Rev11,11,W023,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,2296.46,2194.82,2114.45,3336.9,False,True,True,True,0,0.0,
662,Rev11,11,W023,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,2265.65,2170.05,2061.16,3365.8,False,True,True,True,0,0.0,
663,Rev11,11,W023,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,2290.0,2219.73,1995.64,3287.8,False,False,True,True,2,10.41,arc_event
664,Rev11,11,W023,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,2307.99,2203.96,2131.75,3340.7,False,False,True,True,1,3.92,
665,Rev11,11,W023,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,2238.41,2161.26,2012.53,3199.3,False,True,True,True,0,0.0,
666,Rev11,11,W023,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,2294.53,2227.24,2152.45,3080.7,False,False,True,True,0,0.0,
667,Rev11,11,W023,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,2299.54,2194.09,2128.51,3426.6,False,True,True,True,2,4.14,pressure_spike
668,Rev1,1,W024,AE-3200,CH-B,C1,Center,0.0,0.0,2162.31,2025.51,2083.21,3055.8,True,True,True,True,0,0.0,
669,Rev1,1,W024,AE-3200,CH-B,MID-01,Mid,0.52,30.0,2178.41,2055.37,2004.46,3077.5,True,True,True,True,0,0.0,
670,Rev1,1,W024,AE-3200,CH-B,MID-02,Mid,0.52,90.0,2137.48,2079.46,2015.93,3383.0,True,True,True,True,0,0.0,
671,Rev1,1,W024,AE-3200,CH-B,MID-03,Mid,0.52,150.0,2121.97,2069.68,2029.26,3298.1,True,True,True,True,0,0.0,
672,Rev1,1,W024,AE-3200,CH-B,MID-04,Mid,0.52,210.0,2158.21,2060.58,2044.24,3337.7,True,True,True,True,0,0.0,
673,Rev1,1,W024,AE-3200,CH-B,MID-05,Mid,0.52,270.0,2195.03,2094.46,2006.16,3189.9,True,True,True,True,0,0.0,
674,Rev1,1,W024,AE-3200,CH-B,MID-06,Mid,0.52,330.0,2188.53,2114.79,2019.39,3372.2,True,True,True,True,0,0.0,
675,Rev1,1,W024,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,2195.71,2060.44,2058.41,3273.5,True,True,True,True,2,10.76,
676,Rev1,1,W024,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,2223.92,2124.46,2000.98,3137.2,True,True,True,True,0,0.0,
677,Rev1,1,W024,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,2209.07,2126.63,2051.31,3237.3,True,True,True,True,0,0.0,
678,Rev1,1,W024,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,2178.36,2058.64,2046.0,3309.5,True,True,True,True,0,0.0,
679,Rev1,1,W024,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,2176.68,2126.23,2132.63,3384.8,True,True,True,True,0,0.0,
680,Rev1,1,W024,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,2246.87,2079.37,1976.67,3299.0,False,True,True,True,1,3.42,esc_temp_drift
681,Rev1,1,W024,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,2198.53,2058.5,2043.45,3313.4,True,True,True,True,0,0.0,
682,Rev1,1,W024,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,2150.57,2086.18,2154.67,3095.2,True,True,True,True,1,6.49,
683,Rev1,1,W024,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,2201.49,2042.67,2007.47,3173.2,True,True,True,True,0,0.0,
684,Rev1,1,W024,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,2169.99,2029.58,2138.33,3214.9,True,True,True,True,0,0.0,
685,Rev1,1,W024,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,2174.75,2127.49,2163.44,3259.4,True,True,True,True,0,0.0,
686,Rev1,1,W024,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,2184.23,2058.35,2091.45,3379.3,True,True,True,True,0,0.0,
687,Rev1,1,W024,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,2230.83,2119.03,2031.42,3215.1,False,True,True,True,1,2.81,
688,Rev1,1,W024,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,2170.21,2085.34,2171.83,3468.0,True,True,False,True,2,10.4,
689,Rev1,1,W024,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,2152.61,2053.18,2093.59,3212.4,True,True,True,True,0,0.0,
690,Rev1,1,W024,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,2214.0,2056.04,2150.24,3397.4,True,True,True,True,0,0.0,
691,Rev1,1,W024,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,2172.09,2138.94,2165.13,3334.5,True,True,True,True,0,0.0,
692,Rev1,1,W024,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,2179.27,2156.4,2134.09,2994.5,True,True,True,False,0,0.0,
693,Rev1,1,W024,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,2218.81,2118.61,2166.22,3208.1,True,True,True,True,2,12.43,polymer_residue
694,Rev1,1,W024,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,2202.92,2081.4,2171.02,3196.8,True,True,False,True,0,0.0,
695,Rev1,1,W024,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,2220.92,2125.28,2150.52,3350.4,True,True,True,True,0,0.0,
696,Rev1,1,W024,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,2259.84,2045.12,2096.8,3201.4,False,True,True,True,2,8.74,
697,Rev7,7,W025,PX-7500,CH-D,C1,Center,0.0,0.0,2157.57,2080.13,2098.88,3201.3,True,True,True,True,0,0.0,
698,Rev7,7,W025,PX-7500,CH-D,MID-01,Mid,0.52,30.0,2095.77,2089.82,2110.42,2971.9,True,True,True,False,0,0.0,
699,Rev7,7,W025,PX-7500,CH-D,MID-02,Mid,0.52,90.0,2165.13,2061.23,2012.19,3169.0,True,True,True,True,0,0.0,
700,Rev7,7,W025,PX-7500,CH-D,MID-03,Mid,0.52,150.0,2126.33,2139.69,2085.08,3430.2,True,True,True,True,0,0.0,
701,Rev7,7,W025,PX-7500,CH-D,MID-04,Mid,0.52,210.0,2221.05,2068.46,2088.9,3253.0,True,True,True,True,0,0.0,
702,Rev7,7,W025,PX-7500,CH-D,MID-05,Mid,0.52,270.0,2132.75,2100.27,2040.82,3523.6,True,True,True,False,0,0.0,
703,Rev7,7,W025,PX-7500,CH-D,MID-06,Mid,0.52,330.0,2128.56,2079.6,2098.95,3266.6,True,True,True,True,0,0.0,
704,Rev7,7,W025,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,2216.84,2078.88,2096.31,3154.4,True,True,True,True,0,0.0,
705,Rev7,7,W025,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,2176.76,2086.42,2003.99,3354.2,True,True,True,True,0,0.0,
706,Rev7,7,W025,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,2214.78,2074.7,2129.52,3316.0,True,True,True,True,0,0.0,
707,Rev7,7,W025,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,2139.61,2074.26,2151.61,3284.8,True,True,True,True,0,0.0,
708,Rev7,7,W025,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,2186.89,2132.45,2130.58,3266.4,True,True,True,True,0,0.0,
709,Rev7,7,W025,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,2186.9,2141.47,2013.67,3150.1,True,True,True,True,0,0.0,
710,Rev7,7,W025,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,2173.83,2081.3,2199.7,3236.8,True,True,False,True,0,0.0,
711,Rev7,7,W025,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,2178.23,2110.08,2217.82,3537.1,True,True,False,False,1,5.45,arc_event
712,Rev7,7,W025,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,2146.6,2064.44,2151.55,3257.7,True,True,True,True,2,8.34,pressure_spike
713,Rev7,7,W025,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,2141.67,2032.07,2118.3,3317.0,True,True,True,True,0,0.0,
714,Rev7,7,W025,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,2177.33,2058.81,2195.7,3386.3,True,True,False,True,3,14.46,
715,Rev7,7,W025,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,2238.12,2072.42,2089.64,3412.3,False,True,True,True,0,0.0,
716,Rev7,7,W025,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,2231.03,2090.71,2156.6,3235.4,False,True,True,True,1,3.34,
717,Rev7,7,W025,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,2214.79,2143.28,2172.56,3360.6,True,True,False,True,0,0.0,
718,Rev7,7,W025,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,2190.09,2106.32,2230.29,3129.4,True,True,False,True,0,0.0,
719,Rev7,7,W025,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,2183.9,2089.83,2199.86,3323.0,True,True,False,True,1,4.06,arc_event
720,Rev7,7,W025,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,2172.82,2108.75,2109.13,3285.5,True,True,True,True,2,5.85,arc_event
721,Rev7,7,W025,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,2189.56,2159.89,2055.13,3290.9,True,True,True,True,0,0.0,
722,Rev7,7,W025,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,2158.14,2126.76,2081.81,3163.5,True,True,True,True,0,0.0,
723,Rev7,7,W025,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,2191.01,2132.39,2075.24,3425.9,True,True,True,True,1,5.02,
724,Rev7,7,W025,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,2216.55,2069.99,2130.75,3447.9,True,True,True,True,0,0.0,
725,Rev7,7,W025,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,2216.39,2147.19,2063.81,3460.1,True,True,True,True,0,0.0,
726,Rev11,11,W026,PX-7500,CH-D,C1,Center,0.0,0.0,2198.43,2098.87,1921.86,3144.2,True,True,True,True,0,0.0,
727,Rev11,11,W026,PX-7500,CH-D,MID-01,Mid,0.52,30.0,2237.23,2106.91,1967.74,3271.4,False,True,True,True,0,0.0,
728,Rev11,11,W026,PX-7500,CH-D,MID-02,Mid,0.52,90.0,2260.86,2153.57,1928.25,3268.9,False,True,True,True,0,0.0,
729,Rev11,11,W026,PX-7500,CH-D,MID-03,Mid,0.52,150.0,2219.04,2181.05,1798.94,3306.8,True,True,False,True,0,0.0,
730,Rev11,11,W026,PX-7500,CH-D,MID-04,Mid,0.52,210.0,2246.59,2094.37,1864.18,3125.5,False,True,False,True,0,0.0,
731,Rev11,11,W026,PX-7500,CH-D,MID-05,Mid,0.52,270.0,2240.38,2108.27,1937.39,3240.5,False,True,True,True,0,0.0,
732,Rev11,11,W026,PX-7500,CH-D,MID-06,Mid,0.52,330.0,2221.83,2182.54,1955.72,3134.3,True,True,True,True,0,0.0,
733,Rev11,11,W026,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,2224.24,2201.87,1952.48,3216.2,True,False,True,True,0,0.0,
734,Rev11,11,W026,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,2271.05,2242.07,1848.25,3410.7,False,False,False,True,0,0.0,
735,Rev11,11,W026,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,2260.93,2170.98,1880.79,3116.1,False,True,False,True,1,2.13,
736,Rev11,11,W026,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,2231.66,2180.14,1847.22,3091.6,False,True,False,True,1,3.95,
737,Rev11,11,W026,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,2264.67,2152.38,1921.32,3395.1,False,True,True,True,0,0.0,
738,Rev11,11,W026,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,2245.32,2151.51,1931.68,3169.3,False,True,True,True,1,2.81,esc_temp_drift
739,Rev11,11,W026,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,2235.37,2182.18,1941.3,3227.5,False,True,True,True,0,0.0,
740,Rev11,11,W026,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,2282.71,2166.42,1856.38,3294.6,False,True,False,True,1,3.36,
741,Rev11,11,W026,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,2274.04,2160.4,2005.4,3236.9,False,True,True,True,0,0.0,
