Sample_No,Recipe_Version,Rev_No,Wafer_ID,Tool_ID,Chamber_ID,Site_ID,Zone,Radius_frac,Angle_deg,Top_CD_nm,Mid_CD_nm,Bottom_CD_nm,Depth_A,Top_CD_Pass,Mid_CD_Pass,Bottom_CD_Pass,Depth_Pass,Defect_Count,Defect_Severity,Anomaly_Event
1033,Rev11,11,W036,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,41.43,41.58,38.62,1727.6,False,True,True,True,0,0.0,
1034,Rev11,11,W036,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,39.63,41.17,38.12,1763.2,True,True,True,False,1,2.11,
1035,Rev11,11,W036,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,41.85,40.89,39.88,1742.8,False,True,True,True,2,6.65,endpoint_late
1036,Rev11,11,W036,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,40.36,41.84,39.66,1815.7,True,True,True,False,1,1.97,polymer_residue
1037,Rev11,11,W036,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,40.72,41.3,40.58,1803.5,False,True,False,False,0,0.0,
1038,Rev11,11,W036,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,41.3,41.53,39.1,1744.0,False,True,True,True,0,0.0,
1039,Rev11,11,W036,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,40.69,42.11,38.69,1748.2,False,False,True,True,0,0.0,
1040,Rev11,11,W036,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,41.12,40.73,38.88,1781.6,False,True,True,False,2,11.26,
1041,Rev11,11,W036,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,42.58,41.7,38.67,1777.4,False,True,True,False,3,16.93,polymer_residue
1042,Rev11,11,W036,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,41.45,41.51,40.02,1801.6,False,True,True,False,3,7.75,pressure_spike
1043,Rev11,11,W036,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,41.68,41.51,36.76,1829.4,False,True,True,False,2,7.18,pressure_spike
1044,Rev11,11,W036,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,40.76,41.45,39.31,1782.5,False,True,True,False,1,3.67,
1045,Rev11,11,W037,PX-7500,CH-D,C1,Center,0.0,0.0,37.79,39.3,35.61,1653.2,True,True,True,True,0,0.0,
1046,Rev11,11,W037,PX-7500,CH-D,MID-01,Mid,0.52,30.0,39.37,39.96,35.94,1724.3,True,True,True,True,1,4.84,
1047,Rev11,11,W037,PX-7500,CH-D,MID-02,Mid,0.52,90.0,38.21,41.26,33.97,1667.1,True,True,False,True,1,4.09,polymer_residue
1048,Rev11,11,W037,PX-7500,CH-D,MID-03,Mid,0.52,150.0,39.41,41.81,38.1,1779.9,True,True,True,False,0,0.0,
1049,Rev11,11,W037,PX-7500,CH-D,MID-04,Mid,0.52,210.0,39.98,39.51,34.38,1722.5,True,True,True,True,0,0.0,
1050,Rev11,11,W037,PX-7500,CH-D,MID-05,Mid,0.52,270.0,39.28,39.98,37.62,1675.9,True,True,True,True,0,0.0,
1051,Rev11,11,W037,PX-7500,CH-D,MID-06,Mid,0.52,330.0,39.64,38.91,37.3,1758.2,True,True,True,True,0,0.0,
1052,Rev11,11,W037,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,41.45,40.38,36.85,1785.2,False,True,True,False,0,0.0,
1053,Rev11,11,W037,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,40.81,40.8,36.09,1715.5,False,True,True,True,1,3.05,
1054,Rev11,11,W037,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,39.95,39.59,38.06,1745.5,True,True,True,True,1,4.23,polymer_residue
1055,Rev11,11,W037,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,40.02,40.36,38.07,1794.6,True,True,True,False,0,0.0,
1056,Rev11,11,W037,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,40.13,39.7,33.6,1639.3,True,True,False,True,0,0.0,
1057,Rev11,11,W037,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,41.26,42.0,37.22,1698.4,False,True,True,True,1,1.8,polymer_residue
1058,Rev11,11,W037,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,41.11,40.29,38.7,1801.8,False,True,True,False,0,0.0,
1059,Rev11,11,W037,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,39.49,41.66,37.25,1735.5,True,True,True,True,1,5.61,
1060,Rev11,11,W037,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,39.86,41.39,39.07,1712.1,True,True,True,True,0,0.0,
1061,Rev11,11,W037,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,39.56,40.7,37.81,1741.1,True,True,True,True,0,0.0,
1062,Rev11,11,W037,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,39.28,39.62,37.23,1608.9,True,True,True,True,0,0.0,
1063,Rev11,11,W037,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,40.81,40.52,36.43,1828.4,False,True,True,False,1,3.13,polymer_residue
1064,Rev11,11,W037,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,40.15,40.6,39.18,1793.2,True,True,True,False,1,3.56,polymer_residue
1065,Rev11,11,W037,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,40.85,40.7,39.28,1755.4,False,True,True,True,0,0.0,
1066,Rev11,11,W037,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,41.82,41.82,40.49,1748.7,False,True,False,True,1,2.51,
1067,Rev11,11,W037,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,40.37,41.0,36.0,1805.0,True,True,True,False,1,2.95,
1068,Rev11,11,W037,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,40.2,39.98,36.54,1812.6,True,True,True,False,0,0.0,
1069,Rev11,11,W037,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,40.67,41.62,39.52,1740.1,False,True,True,True,0,0.0,
1070,Rev11,11,W037,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,40.68,40.71,38.11,1760.2,False,True,True,False,0,0.0,
1071,Rev11,11,W037,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,40.08,40.37,39.41,1773.2,True,True,True,False,2,8.71,esc_temp_drift
1072,Rev11,11,W037,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,39.9,40.92,37.02,1764.1,True,True,True,False,0,0.0,
1073,Rev11,11,W037,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,40.47,41.94,36.57,1689.0,False,True,True,True,0,0.0,
1074,Rev1,1,W038,AE-3200,CH-B,C1,Center,0.0,0.0,38.88,41.01,35.58,1610.1,True,True,True,True,1,1.93,pressure_spike
1075,Rev1,1,W038,AE-3200,CH-B,MID-01,Mid,0.52,30.0,41.3,39.45,38.97,1612.4,False,True,True,True,0,0.0,
1076,Rev1,1,W038,AE-3200,CH-B,MID-02,Mid,0.52,90.0,39.9,40.39,35.83,1626.6,True,True,True,True,0,0.0,
1077,Rev1,1,W038,AE-3200,CH-B,MID-03,Mid,0.52,150.0,39.54,40.32,38.89,1625.9,True,True,True,True,0,0.0,
1078,Rev1,1,W038,AE-3200,CH-B,MID-04,Mid,0.52,210.0,39.32,40.26,38.69,1623.7,True,True,True,True,1,5.41,polymer_residue
1079,Rev1,1,W038,AE-3200,CH-B,MID-05,Mid,0.52,270.0,38.24,39.11,35.28,1551.9,True,True,True,False,0,0.0,
1080,Rev1,1,W038,AE-3200,CH-B,MID-06,Mid,0.52,330.0,39.44,40.63,33.53,1664.8,True,True,False,True,0,0.0,
1081,Rev1,1,W038,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,40.65,41.84,36.75,1711.4,False,True,True,True,0,0.0,
1082,Rev1,1,W038,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,40.65,41.51,36.34,1683.1,False,True,True,True,0,0.0,
1083,Rev1,1,W038,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,40.43,40.96,34.07,1647.2,False,True,False,True,1,3.66,
1084,Rev1,1,W038,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,40.31,41.55,38.13,1744.1,True,True,True,True,1,2.13,polymer_residue
1085,Rev1,1,W038,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,40.58,41.21,34.41,1732.5,False,True,True,True,0,0.0,
1086,Rev1,1,W038,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,41.8,41.96,37.08,1659.9,False,True,True,True,0,0.0,
1087,Rev1,1,W038,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,41.71,40.37,36.4,1563.4,False,True,True,False,0,0.0,
1088,Rev1,1,W038,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,41.5,42.1,35.86,1652.0,False,False,True,True,1,2.46,pressure_spike
1089,Rev1,1,W038,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,40.62,41.15,38.51,1683.6,False,True,True,True,2,10.87,
1090,Rev1,1,W038,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,40.86,40.38,39.08,1578.2,False,True,True,False,0,0.0,
1091,Rev1,1,W038,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,41.23,40.53,39.13,1624.0,False,True,True,True,1,3.07,polymer_residue
1092,Rev1,1,W038,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,41.72,41.85,40.01,1680.1,False,True,True,True,0,0.0,
1093,Rev1,1,W038,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,40.68,42.1,36.85,1705.6,False,False,True,True,1,4.36,
1094,Rev1,1,W038,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,41.9,42.48,36.51,1665.4,False,False,True,True,3,17.15,polymer_residue
1095,Rev1,1,W038,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,41.56,42.94,36.03,1625.5,False,False,True,True,0,0.0,
1096,Rev1,1,W038,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,40.59,41.54,37.44,1678.8,False,True,True,True,1,6.07,esc_temp_drift
1097,Rev1,1,W038,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,40.9,40.94,40.8,1679.7,False,True,False,True,1,5.98,polymer_residue
1098,Rev1,1,W038,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,41.49,41.2,37.34,1725.3,False,True,True,True,2,10.31,
1099,Rev1,1,W038,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,41.26,42.89,39.18,1640.5,False,False,True,True,0,0.0,
1100,Rev1,1,W038,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,41.76,41.64,38.81,1636.5,False,True,True,True,0,0.0,
1101,Rev1,1,W038,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,40.65,41.45,36.73,1723.7,False,True,True,True,2,7.24,polymer_residue
1102,Rev1,1,W038,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,41.51,41.64,36.47,1666.2,False,True,True,True,0,0.0,
1103,Rev5,5,W039,AE-3200,CH-B,C1,Center,0.0,0.0,38.41,38.92,40.25,1592.6,True,True,True,True,0,0.0,
1104,Rev5,5,W039,AE-3200,CH-B,MID-01,Mid,0.52,30.0,39.68,40.14,38.21,1633.8,True,True,True,True,0,0.0,
1105,Rev5,5,W039,AE-3200,CH-B,MID-02,Mid,0.52,90.0,38.94,39.74,38.37,1598.3,True,True,True,True,0,0.0,
1106,Rev5,5,W039,AE-3200,CH-B,MID-03,Mid,0.52,150.0,39.48,39.32,35.91,1650.4,True,True,True,True,0,0.0,
1107,Rev5,5,W039,AE-3200,CH-B,MID-04,Mid,0.52,210.0,38.91,40.38,36.43,1660.0,True,True,True,True,0,0.0,
1108,Rev5,5,W039,AE-3200,CH-B,MID-05,Mid,0.52,270.0,39.09,39.73,39.81,1596.3,True,True,True,True,0,0.0,
1109,Rev5,5,W039,AE-3200,CH-B,MID-06,Mid,0.52,330.0,37.55,40.25,34.89,1700.1,True,True,True,True,1,6.24,
1110,Rev5,5,W039,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,38.78,40.73,37.66,1606.6,True,True,True,True,0,0.0,
1111,Rev5,5,W039,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,40.64,40.3,40.28,1599.2,False,True,True,True,1,5.94,esc_temp_drift
1112,Rev5,5,W039,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,39.96,40.11,37.17,1711.4,True,True,True,True,0,0.0,
1113,Rev5,5,W039,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,39.86,41.2,39.21,1681.2,True,True,True,True,0,0.0,
1114,Rev5,5,W039,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,40.42,39.95,38.86,1672.6,False,True,True,True,0,0.0,
1115,Rev5,5,W039,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,38.84,41.87,37.59,1706.1,True,True,True,True,0,0.0,
1116,Rev5,5,W039,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,40.4,41.69,38.9,1620.9,True,True,True,True,0,0.0,
1117,Rev5,5,W039,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,39.41,39.71,39.13,1634.1,True,True,True,True,0,0.0,
1118,Rev5,5,W039,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,38.77,41.59,37.2,1665.1,True,True,True,True,0,0.0,
1119,Rev5,5,W039,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,39.95,39.48,40.09,1668.1,True,True,True,True,0,0.0,
1120,Rev5,5,W039,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,40.45,40.45,39.4,1571.9,False,True,True,False,0,0.0,
1121,Rev5,5,W039,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,40.84,41.69,39.43,1697.4,False,True,True,True,0,0.0,
1122,Rev5,5,W039,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,39.15,41.34,37.06,1699.7,True,True,True,True,1,4.23,arc_event
1123,Rev5,5,W039,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,41.01,41.45,40.61,1690.3,False,True,False,True,0,0.0,
1124,Rev5,5,W039,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,39.76,40.34,37.16,1665.4,True,True,True,True,0,0.0,
1125,Rev5,5,W039,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,40.52,41.92,39.27,1735.3,False,True,True,True,1,4.31,endpoint_late
1126,Rev5,5,W039,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,40.23,40.11,38.53,1615.9,True,True,True,True,1,5.34,polymer_residue
1127,Rev5,5,W039,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,40.05,40.59,39.22,1726.7,True,True,True,True,1,1.89,
1128,Rev5,5,W039,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,39.19,40.57,40.89,1698.7,True,True,False,True,1,4.93,
1129,Rev5,5,W039,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,40.19,40.55,38.0,1675.2,True,True,True,True,0,0.0,
1130,Rev5,5,W039,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,40.69,40.35,37.72,1679.6,False,True,True,True,1,5.57,polymer_residue
1131,Rev5,5,W039,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,39.43,40.87,38.96,1653.1,True,True,True,True,0,0.0,
1132,Rev11,11,W040,PX-7500,CH-D,C1,Center,0.0,0.0,37.9,39.62,36.33,1740.5,True,True,True,True,0,0.0,
1133,Rev11,11,W040,PX-7500,CH-D,MID-01,Mid,0.52,30.0,39.37,38.66,36.08,1626.1,True,True,True,True,0,0.0,
1134,Rev11,11,W040,PX-7500,CH-D,MID-02,Mid,0.52,90.0,39.33,40.79,37.78,1718.1,True,True,True,True,0,0.0,
1135,Rev11,11,W040,PX-7500,CH-D,MID-03,Mid,0.52,150.0,38.38,40.01,32.87,1700.1,True,True,False,True,0,0.0,
1136,Rev11,11,W040,PX-7500,CH-D,MID-04,Mid,0.52,210.0,38.85,40.88,34.88,1764.4,True,True,True,False,1,3.49,polymer_residue
1137,Rev11,11,W040,PX-7500,CH-D,MID-05,Mid,0.52,270.0,38.45,40.84,38.34,1644.6,True,True,True,True,0,0.0,
1138,Rev11,11,W040,PX-7500,CH-D,MID-06,Mid,0.52,330.0,38.64,38.1,36.31,1726.7,True,True,True,True,1,4.74,
1139,Rev11,11,W040,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,39.5,41.07,37.21,1702.9,True,True,True,True,1,4.66,polymer_residue
1140,Rev11,11,W040,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,39.84,40.32,35.5,1741.5,True,True,True,True,1,3.37,polymer_residue
1141,Rev11,11,W040,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,38.03,39.44,38.33,1729.0,True,True,True,True,1,4.62,arc_event
1142,Rev11,11,W040,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,38.66,40.22,39.28,1711.8,True,True,True,True,0,0.0,
1143,Rev11,11,W040,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,39.99,41.54,36.66,1711.1,True,True,True,True,0,0.0,
1144,Rev11,11,W040,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,39.84,39.72,35.71,1776.2,True,True,True,False,0,0.0,
1145,Rev11,11,W040,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,38.44,39.97,36.98,1705.6,True,True,True,True,0,0.0,
1146,Rev11,11,W040,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,38.95,39.23,37.45,1695.0,True,True,True,True,0,0.0,
1147,Rev11,11,W040,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,39.52,39.09,36.65,1801.3,True,True,True,False,0,0.0,
1148,Rev11,11,W040,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,38.95,39.29,35.54,1852.1,True,True,True,False,0,0.0,
1149,Rev11,11,W040,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,39.25,40.43,35.1,1791.5,True,True,True,False,0,0.0,
1150,Rev11,11,W040,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,39.99,41.11,36.75,1661.3,True,True,True,True,1,6.19,polymer_residue
1151,Rev11,11,W040,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,39.52,41.91,36.24,1762.7,True,True,True,False,1,2.7,polymer_residue
1152,Rev11,11,W040,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,40.81,40.6,34.94,1777.3,False,True,True,False,0,0.0,
1153,Rev11,11,W040,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,40.22,40.57,34.59,1759.3,True,True,True,True,1,2.64,
1154,Rev11,11,W040,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,39.76,40.51,36.81,1799.4,True,True,True,False,1,4.53,polymer_residue
1155,Rev11,11,W040,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,39.92,39.67,35.5,1776.3,True,True,True,False,1,3.15,polymer_residue
1156,Rev11,11,W040,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,40.31,40.83,35.59,1860.9,True,True,True,False,0,0.0,
1157,Rev11,11,W040,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,39.82,41.57,38.11,1774.1,True,True,True,False,0,0.0,
1158,Rev11,11,W040,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,39.41,40.2,34.45,1760.1,True,True,True,False,1,4.69,polymer_residue
1159,Rev11,11,W040,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,39.89,42.1,37.34,1735.1,True,False,True,True,0,0.0,
1160,Rev11,11,W040,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,40.58,39.45,36.64,1717.0,False,True,True,True,0,0.0,
1161,Rev3,3,W041,PX-7500,CH-D,C1,Center,0.0,0.0,39.64,38.7,36.12,1652.3,True,True,True,True,0,0.0,
1162,Rev3,3,W041,PX-7500,CH-D,MID-01,Mid,0.52,30.0,41.76,40.26,37.18,1795.1,False,True,True,False,0,0.0,
1163,Rev3,3,W041,PX-7500,CH-D,MID-02,Mid,0.52,90.0,41.87,38.44,38.47,1591.3,False,True,True,True,0,0.0,
1164,Rev3,3,W041,PX-7500,CH-D,MID-03,Mid,0.52,150.0,40.58,39.83,38.05,1651.5,False,True,True,True,0,0.0,
1165,Rev3,3,W041,PX-7500,CH-D,MID-04,Mid,0.52,210.0,40.99,40.36,38.49,1604.0,False,True,True,True,0,0.0,
1166,Rev3,3,W041,PX-7500,CH-D,MID-05,Mid,0.52,270.0,42.08,40.87,37.62,1641.3,False,True,True,True,0,0.0,
1167,Rev3,3,W041,PX-7500,CH-D,MID-06,Mid,0.52,330.0,40.86,40.89,36.69,1806.5,False,True,True,False,0,0.0,
1168,Rev3,3,W041,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,41.77,41.29,38.06,1779.1,False,True,True,False,1,2.22,polymer_residue
1169,Rev3,3,W041,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,40.93,42.2,38.26,1765.8,False,False,True,False,0,0.0,
1170,Rev3,3,W041,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,42.23,40.5,38.45,1652.0,False,True,True,True,0,0.0,
1171,Rev3,3,W041,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,41.95,41.29,39.54,1718.2,False,True,True,True,3,10.14,
1172,Rev3,3,W041,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,41.67,40.1,37.68,1724.5,False,True,True,True,0,0.0,
1173,Rev3,3,W041,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,41.45,41.53,40.03,1592.0,False,True,True,True,1,4.23,polymer_residue
1174,Rev3,3,W041,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,42.52,40.81,39.4,1708.9,False,True,True,True,1,6.34,
1175,Rev3,3,W041,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,42.17,41.22,37.65,1786.3,False,True,True,False,0,0.0,
1176,Rev3,3,W041,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,41.94,40.89,36.77,1712.5,False,True,True,True,1,5.8,arc_event
1177,Rev3,3,W041,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,42.17,41.9,35.72,1665.1,False,True,True,True,0,0.0,
1178,Rev3,3,W041,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,42.13,41.69,41.05,1672.7,False,True,False,True,1,6.27,
1179,Rev3,3,W041,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,42.83,40.58,39.73,1658.4,False,True,True,True,1,6.48,polymer_residue
1180,Rev3,3,W041,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,43.06,41.54,38.32,1731.8,False,True,True,True,1,2.0,
1181,Rev3,3,W041,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,43.68,40.95,36.75,1677.3,False,True,True,True,1,4.95,polymer_residue
1182,Rev3,3,W041,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,43.41,42.17,38.82,1610.1,False,False,True,True,1,2.53,arc_event
1183,Rev3,3,W041,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,42.94,41.03,39.43,1697.2,False,True,True,True,0,0.0,
1184,Rev3,3,W041,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,43.16,40.33,40.08,1686.3,False,True,True,True,0,0.0,
1185,Rev3,3,W041,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,43.16,42.27,37.55,1704.5,False,False,True,True,0,0.0,
1186,Rev3,3,W041,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,43.29,42.21,40.25,1824.4,False,False,True,False,1,1.81,endpoint_late
1187,Rev3,3,W041,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,43.59,40.48,41.0,1759.7,False,True,False,True,1,6.36,esc_temp_drift
1188,Rev3,3,W041,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,42.47,40.86,39.47,1746.9,False,True,True,True,0,0.0,
1189,Rev3,3,W041,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,42.07,41.22,38.31,1696.6,False,True,True,True,0,0.0,
1190,Rev6,6,W042,PX-7500,CH-C,C1,Center,0.0,0.0,36.93,39.33,31.77,1647.3,True,True,False,True,0,0.0,
1191,Rev6,6,W042,PX-7500,CH-C,MID-01,Mid,0.52,30.0,37.56,38.96,32.92,1699.1,True,True,False,True,0,0.0,
1192,Rev6,6,W042,PX-7500,CH-C,MID-02,Mid,0.52,90.0,37.26,40.26,34.07,1674.6,True,True,False,True,1,3.29,endpoint_late
1193,Rev6,6,W042,PX-7500,CH-C,MID-03,Mid,0.52,150.0,36.87,38.99,36.42,1646.0,True,True,True,True,0,0.0,
1194,Rev6,6,W042,PX-7500,CH-C,MID-04,Mid,0.52,210.0,37.51,41.5,35.54,1632.2,True,True,True,True,0,0.0,
1195,Rev6,6,W042,PX-7500,CH-C,MID-05,Mid,0.52,270.0,37.32,39.6,35.99,1683.2,True,True,True,True,0,0.0,
1196,Rev6,6,W042,PX-7500,CH-C,MID-06,Mid,0.52,330.0,37.16,40.5,33.88,1600.7,True,True,False,True,0,0.0,
1197,Rev6,6,W042,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,39.24,40.74,34.31,1586.9,True,True,True,True,0,0.0,
1198,Rev6,6,W042,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,38.21,40.43,33.55,1670.8,True,True,False,True,0,0.0,
1199,Rev6,6,W042,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,38.24,40.27,37.93,1774.5,True,True,True,False,0,0.0,
1200,Rev6,6,W042,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,39.36,41.86,34.14,1669.0,True,True,False,True,1,1.97,pressure_spike
1201,Rev6,6,W042,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,38.57,40.28,34.37,1634.4,True,True,True,True,0,0.0,
1202,Rev6,6,W042,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,37.84,41.89,33.53,1700.7,True,True,False,True,1,4.36,arc_event
1203,Rev6,6,W042,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,36.71,40.27,35.21,1679.2,True,True,True,True,0,0.0,
1204,Rev6,6,W042,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,38.31,39.25,34.35,1719.0,True,True,True,True,0,0.0,
1205,Rev6,6,W042,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,39.3,39.66,34.15,1648.5,True,True,False,True,0,0.0,
1206,Rev6,6,W042,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,37.97,40.4,34.72,1715.6,True,True,True,True,0,0.0,
1207,Rev6,6,W042,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,37.59,40.95,30.78,1666.0,True,True,False,True,0,0.0,
1208,Rev6,6,W042,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,39.4,40.8,34.39,1722.0,True,True,True,True,1,5.64,endpoint_late
1209,Rev6,6,W042,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,39.21,40.46,35.91,1696.4,True,True,True,True,2,8.74,
1210,Rev6,6,W042,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,38.49,42.29,33.89,1685.0,True,False,False,True,0,0.0,
1211,Rev6,6,W042,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,38.74,40.57,33.61,1668.1,True,True,False,True,3,12.35,arc_event
1212,Rev6,6,W042,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,38.38,41.69,36.69,1664.0,True,True,True,True,0,0.0,
