Sample_No,Recipe_Version,Rev_No,Wafer_ID,Tool_ID,Chamber_ID,Site_ID,Zone,Radius_frac,Angle_deg,Top_CD_nm,Mid_CD_nm,Bottom_CD_nm,Depth_nm,Top_CD_Pass,Mid_CD_Pass,Bottom_CD_Pass,Depth_Pass,Defect_Count,Defect_Severity,Anomaly_Event
1727,Rev4,4,W060,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,98.33,96.23,95.5,955.5,True,True,False,True,0,0.0,
1728,Rev4,4,W060,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,96.08,97.87,87.57,927.6,True,False,True,True,1,1.99,
1729,Rev4,4,W060,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,102.81,98.78,98.09,973.4,False,False,False,True,0,0.0,
1730,Rev4,4,W060,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,98.29,99.6,91.41,987.3,True,False,True,True,0,0.0,
1731,Rev4,4,W060,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,101.55,96.78,86.06,1091.5,False,True,True,False,0,0.0,
1732,Rev4,4,W060,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,100.35,97.64,90.89,864.6,True,False,True,False,1,4.72,endpoint_late
1733,Rev4,4,W060,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,100.46,97.7,96.94,1018.8,True,False,False,True,3,18.3,polymer_residue
1734,Rev4,4,W060,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,101.8,95.91,92.42,967.5,False,True,True,True,0,0.0,
1735,Rev4,4,W060,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,103.88,98.54,89.22,1002.4,False,False,True,True,0,0.0,
1736,Rev4,4,W060,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,98.23,98.28,92.9,1017.0,True,False,True,True,0,0.0,
1737,Rev4,4,W060,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,103.17,95.85,94.15,1005.5,False,True,True,True,4,22.67,
1738,Rev4,4,W060,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,99.74,101.24,92.22,1021.7,True,False,True,True,1,2.46,
1739,Rev4,4,W060,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,100.04,97.91,87.42,963.8,True,False,True,True,1,4.34,arc_event
1740,Rev4,4,W060,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,99.94,99.55,102.54,929.4,True,False,False,True,2,5.16,esc_temp_drift
1741,Rev2,2,W061,PX-7500,CH-C,C1,Center,0.0,0.0,98.6,97.08,87.02,963.9,True,True,True,True,0,0.0,
1742,Rev2,2,W061,PX-7500,CH-C,MID-01,Mid,0.52,30.0,95.58,99.58,89.25,875.9,True,False,True,False,0,0.0,
1743,Rev2,2,W061,PX-7500,CH-C,MID-02,Mid,0.52,90.0,96.52,96.13,93.51,1010.7,True,True,True,True,0,0.0,
1744,Rev2,2,W061,PX-7500,CH-C,MID-03,Mid,0.52,150.0,98.84,97.15,88.71,932.5,True,True,True,True,0,0.0,
1745,Rev2,2,W061,PX-7500,CH-C,MID-04,Mid,0.52,210.0,96.96,100.71,85.27,992.2,True,False,True,True,0,0.0,
1746,Rev2,2,W061,PX-7500,CH-C,MID-05,Mid,0.52,270.0,95.29,98.32,83.65,983.7,True,False,True,True,0,0.0,
1747,Rev2,2,W061,PX-7500,CH-C,MID-06,Mid,0.52,330.0,96.32,94.73,90.14,897.2,True,True,True,True,0,0.0,
1748,Rev2,2,W061,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,96.36,96.17,94.47,921.3,True,True,True,True,0,0.0,
1749,Rev2,2,W061,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,100.84,94.38,90.15,843.9,False,True,True,False,1,5.75,polymer_residue
1750,Rev2,2,W061,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,96.48,98.09,86.85,927.8,True,False,True,True,1,6.43,
1751,Rev2,2,W061,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,97.97,99.33,86.7,945.3,True,False,True,True,1,3.46,endpoint_late
1752,Rev2,2,W061,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,101.63,99.08,95.24,916.4,False,False,False,True,1,5.96,esc_temp_drift
1753,Rev2,2,W061,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,99.14,93.65,88.7,1027.1,True,True,True,True,1,3.76,
1754,Rev2,2,W061,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,97.55,99.16,97.3,987.2,True,False,False,True,0,0.0,
1755,Rev2,2,W061,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,96.75,98.05,83.84,1014.6,True,False,True,True,0,0.0,
1756,Rev2,2,W061,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,99.11,99.4,89.11,940.2,True,False,True,True,0,0.0,
1757,Rev2,2,W061,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,93.56,100.7,98.7,965.4,True,False,False,True,1,5.11,
1758,Rev2,2,W061,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,97.73,95.24,92.35,895.6,True,True,True,True,0,0.0,
1759,Rev2,2,W061,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,100.48,102.41,88.86,913.7,True,False,True,True,0,0.0,
1760,Rev2,2,W061,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,99.47,97.05,90.82,942.5,True,True,True,True,0,0.0,
1761,Rev2,2,W061,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,100.62,95.05,84.6,1005.4,True,True,True,True,0,0.0,
1762,Rev2,2,W061,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,99.66,101.02,91.35,1050.3,True,False,True,True,0,0.0,
1763,Rev2,2,W061,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,100.25,91.14,94.56,999.7,True,True,False,True,0,0.0,
1764,Rev2,2,W061,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,98.21,98.32,93.25,943.8,True,False,True,True,0,0.0,
1765,Rev2,2,W061,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,97.71,94.72,97.55,1064.7,True,True,False,True,2,10.36,esc_temp_drift
1766,Rev2,2,W061,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,98.98,94.68,94.15,858.6,True,True,True,False,1,3.3,polymer_residue
1767,Rev2,2,W061,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,94.31,98.0,85.01,1047.4,True,False,True,True,2,10.15,polymer_residue
1768,Rev2,2,W061,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,101.54,100.75,99.29,947.5,False,False,False,True,1,4.01,endpoint_late
1769,Rev2,2,W061,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,100.19,93.08,93.34,954.7,True,True,True,True,2,9.58,
1770,Rev11,11,W062,PX-7500,CH-D,C1,Center,0.0,0.0,94.54,91.47,92.23,1014.9,True,True,True,True,0,0.0,
1771,Rev11,11,W062,PX-7500,CH-D,MID-01,Mid,0.52,30.0,96.68,93.97,85.51,1009.8,True,True,True,True,1,5.64,polymer_residue
1772,Rev11,11,W062,PX-7500,CH-D,MID-02,Mid,0.52,90.0,99.49,98.11,88.89,1048.8,True,False,True,True,0,0.0,
1773,Rev11,11,W062,PX-7500,CH-D,MID-03,Mid,0.52,150.0,96.23,93.06,92.37,1053.4,True,True,True,True,0,0.0,
1774,Rev11,11,W062,PX-7500,CH-D,MID-04,Mid,0.52,210.0,95.07,92.49,92.2,831.0,True,True,True,False,0,0.0,
1775,Rev11,11,W062,PX-7500,CH-D,MID-05,Mid,0.52,270.0,95.9,97.13,90.07,1049.0,True,True,True,True,1,5.09,polymer_residue
1776,Rev11,11,W062,PX-7500,CH-D,MID-06,Mid,0.52,330.0,94.48,93.99,95.31,1002.2,True,True,False,True,0,0.0,
1777,Rev11,11,W062,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,101.14,90.8,94.65,1022.2,False,True,False,True,2,5.43,
1778,Rev11,11,W062,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,95.55,92.88,93.69,907.2,True,True,True,True,1,2.32,
1779,Rev11,11,W062,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,99.9,93.15,90.19,1089.4,True,True,True,True,2,10.05,
1780,Rev11,11,W062,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,98.48,96.72,87.3,1066.3,True,True,True,True,1,2.38,
1781,Rev11,11,W062,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,97.56,96.67,88.74,1085.7,True,True,True,True,1,4.67,
1782,Rev11,11,W062,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,98.25,93.77,91.71,972.5,True,True,True,True,0,0.0,
1783,Rev11,11,W062,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,97.92,97.57,100.7,1072.6,True,True,False,True,0,0.0,
1784,Rev11,11,W062,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,99.72,93.36,93.66,1101.1,True,True,True,False,1,3.94,
1785,Rev11,11,W062,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,98.87,90.29,90.22,1089.6,True,True,True,True,0,0.0,
1786,Rev11,11,W062,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,97.5,94.09,95.83,1060.7,True,True,False,True,0,0.0,
1787,Rev11,11,W062,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,97.8,99.22,89.49,1172.2,True,False,True,False,0,0.0,
1788,Rev11,11,W062,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,101.1,98.72,91.08,1067.7,False,False,True,True,1,5.95,pressure_spike
1789,Rev11,11,W062,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,98.64,99.79,96.34,1107.4,True,False,False,False,1,1.85,endpoint_late
1790,Rev11,11,W062,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,99.23,95.02,92.38,1062.1,True,True,True,True,0,0.0,
1791,Rev11,11,W062,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,98.36,96.63,94.11,1088.6,True,True,True,True,0,0.0,
1792,Rev11,11,W062,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,99.77,94.86,93.18,1055.9,True,True,True,True,0,0.0,
1793,Rev11,11,W062,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,99.24,91.76,86.48,1025.9,True,True,True,True,2,10.91,polymer_residue
1794,Rev11,11,W062,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,100.79,100.19,92.42,1090.7,True,False,True,False,0,0.0,
1795,Rev11,11,W062,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,99.8,93.91,94.76,1043.2,True,True,False,True,0,0.0,
1796,Rev11,11,W062,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,102.87,94.69,95.7,1073.9,False,True,False,True,0,0.0,
1797,Rev11,11,W062,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,97.63,96.77,98.01,1068.7,True,True,False,True,0,0.0,
1798,Rev11,11,W062,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,100.43,94.61,101.21,977.6,True,True,False,True,0,0.0,
1799,Rev2,2,W063,PX-7500,CH-C,C1,Center,0.0,0.0,98.07,97.26,82.7,998.1,True,True,True,True,0,0.0,
1800,Rev2,2,W063,PX-7500,CH-C,MID-01,Mid,0.52,30.0,97.62,97.96,89.82,905.6,True,False,True,True,0,0.0,
1801,Rev2,2,W063,PX-7500,CH-C,MID-02,Mid,0.52,90.0,99.52,98.75,89.33,908.7,True,False,True,True,0,0.0,
1802,Rev2,2,W063,PX-7500,CH-C,MID-03,Mid,0.52,150.0,97.7,95.87,83.23,998.6,True,True,True,True,0,0.0,
1803,Rev2,2,W063,PX-7500,CH-C,MID-04,Mid,0.52,210.0,99.46,96.22,89.88,977.7,True,True,True,True,0,0.0,
1804,Rev2,2,W063,PX-7500,CH-C,MID-05,Mid,0.52,270.0,98.81,98.34,88.1,979.7,True,False,True,True,0,0.0,
1805,Rev2,2,W063,PX-7500,CH-C,MID-06,Mid,0.52,330.0,99.66,98.46,90.22,892.2,True,False,True,True,0,0.0,
1806,Rev2,2,W063,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,97.65,105.97,85.48,1002.5,True,False,True,True,1,3.28,pressure_spike
1807,Rev2,2,W063,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,101.85,102.0,86.17,927.6,False,False,True,True,0,0.0,
1808,Rev2,2,W063,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,97.05,97.24,92.02,943.8,True,True,True,True,1,6.17,polymer_residue
1809,Rev2,2,W063,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,97.83,100.64,91.95,935.2,True,False,True,True,1,6.32,arc_event
1810,Rev2,2,W063,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,102.28,97.45,93.76,927.2,False,True,True,True,0,0.0,
1811,Rev2,2,W063,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,101.31,94.53,82.78,959.2,False,True,True,True,1,3.48,
1812,Rev2,2,W063,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,99.38,96.74,90.86,1026.4,True,True,True,True,0,0.0,
1813,Rev2,2,W063,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,96.92,98.09,87.65,985.0,True,False,True,True,1,3.35,pressure_spike
1814,Rev2,2,W063,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,99.41,100.26,87.18,895.9,True,False,True,True,2,6.63,endpoint_late
1815,Rev2,2,W063,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,101.23,96.74,84.06,891.7,False,True,True,True,1,3.79,
1816,Rev2,2,W063,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,98.07,101.91,88.88,888.8,True,False,True,True,1,2.68,polymer_residue
1817,Rev2,2,W063,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,100.28,102.05,85.04,1031.9,True,False,True,True,1,5.14,
1818,Rev2,2,W063,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,102.28,98.67,91.14,870.9,False,False,True,False,0,0.0,
1819,Rev2,2,W063,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,97.25,100.63,98.17,944.7,True,False,False,True,1,6.32,polymer_residue
1820,Rev2,2,W063,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,100.88,98.38,92.13,950.1,False,False,True,True,0,0.0,
1821,Rev2,2,W063,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,100.74,101.64,93.79,946.3,True,False,True,True,3,17.66,
1822,Rev2,2,W063,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,103.91,97.39,90.69,955.9,False,True,True,True,0,0.0,
1823,Rev2,2,W063,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,102.5,103.33,82.54,1028.3,False,False,True,True,2,5.5,
1824,Rev2,2,W063,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,98.09,101.6,97.3,937.2,True,False,False,True,1,6.23,
1825,Rev2,2,W063,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,98.02,100.4,87.47,1010.6,True,False,True,True,1,2.24,
1826,Rev2,2,W063,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,100.8,100.25,89.51,852.6,False,False,True,False,1,3.31,
1827,Rev2,2,W063,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,98.75,99.53,88.85,956.0,True,False,True,True,1,4.24,
1828,Rev8,8,W064,AE-3200,CH-A,C1,Center,0.0,0.0,96.59,88.17,85.79,1094.5,True,True,True,False,1,4.84,polymer_residue
1829,Rev8,8,W064,AE-3200,CH-A,MID-01,Mid,0.52,30.0,100.3,93.29,92.07,1142.1,True,True,True,False,1,5.84,
1830,Rev8,8,W064,AE-3200,CH-A,MID-02,Mid,0.52,90.0,101.42,93.85,84.34,1196.0,False,True,True,False,1,3.32,
1831,Rev8,8,W064,AE-3200,CH-A,MID-03,Mid,0.52,150.0,102.13,96.54,86.5,1175.6,False,True,True,False,1,5.41,
1832,Rev8,8,W064,AE-3200,CH-A,MID-04,Mid,0.52,210.0,96.99,91.44,86.14,1126.8,True,True,True,False,1,4.28,polymer_residue
1833,Rev8,8,W064,AE-3200,CH-A,MID-05,Mid,0.52,270.0,98.85,95.72,93.2,1120.7,True,True,True,False,1,4.33,endpoint_late
1834,Rev8,8,W064,AE-3200,CH-A,MID-06,Mid,0.52,330.0,99.38,91.28,85.49,1114.9,True,True,True,False,0,0.0,
1835,Rev8,8,W064,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,101.85,94.58,89.78,1118.8,False,True,True,False,2,8.49,polymer_residue
1836,Rev8,8,W064,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,99.31,94.3,90.45,1171.6,True,True,True,False,1,2.79,polymer_residue
1837,Rev8,8,W064,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,100.06,96.35,93.34,1187.9,True,True,True,False,1,2.0,
1838,Rev8,8,W064,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,102.91,93.58,94.38,1071.6,False,True,True,True,0,0.0,
1839,Rev8,8,W064,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,101.47,94.72,91.19,1142.4,False,True,True,False,1,3.93,
1840,Rev8,8,W064,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,100.85,97.39,89.71,1090.8,False,True,True,False,1,2.13,
1841,Rev8,8,W064,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,100.51,91.99,95.09,1108.3,True,True,False,False,0,0.0,
1842,Rev8,8,W064,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,103.91,99.52,97.12,1090.9,False,False,False,False,0,0.0,
1843,Rev8,8,W064,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,100.28,95.4,89.49,1137.2,True,True,True,False,1,5.35,
1844,Rev8,8,W064,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,100.87,98.23,85.05,1124.2,False,False,True,False,1,3.93,
1845,Rev8,8,W064,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,101.15,95.82,94.27,1191.3,False,True,True,False,1,3.29,
1846,Rev8,8,W064,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,97.22,94.88,94.7,1291.2,True,True,False,False,0,0.0,
1847,Rev8,8,W064,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,100.26,91.88,93.15,1237.4,True,True,True,False,0,0.0,
1848,Rev8,8,W064,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,101.97,98.09,91.82,952.4,False,False,True,True,1,4.68,pressure_spike
1849,Rev8,8,W064,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,104.97,92.53,87.35,1070.2,False,True,True,True,0,0.0,
1850,Rev8,8,W064,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,101.4,95.49,95.73,1054.4,False,True,False,True,0,0.0,
1851,Rev8,8,W064,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,101.84,96.84,99.01,1100.0,False,True,False,False,0,0.0,
1852,Rev8,8,W064,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,104.79,100.06,92.13,1237.0,False,False,True,False,0,0.0,
1853,Rev8,8,W064,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,102.81,96.15,92.56,1188.3,False,True,True,False,1,2.98,
1854,Rev8,8,W064,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,102.74,100.83,92.36,1154.9,False,False,True,False,0,0.0,
1855,Rev8,8,W064,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,102.32,97.48,89.53,1077.3,False,True,True,True,0,0.0,
1856,Rev8,8,W064,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,100.96,95.9,95.71,1189.1,False,True,False,False,1,2.67,polymer_residue
1857,Rev9,9,W065,AE-3200,CH-B,C1,Center,0.0,0.0,96.97,85.6,94.45,1174.9,True,False,True,False,0,0.0,
1858,Rev9,9,W065,AE-3200,CH-B,MID-01,Mid,0.52,30.0,99.15,88.63,96.06,1207.5,True,True,False,False,0,0.0,
1859,Rev9,9,W065,AE-3200,CH-B,MID-02,Mid,0.52,90.0,96.88,87.45,90.92,1161.5,True,True,True,False,0,0.0,
1860,Rev9,9,W065,AE-3200,CH-B,MID-03,Mid,0.52,150.0,92.66,89.12,91.09,1123.4,True,True,True,False,0,0.0,
1861,Rev9,9,W065,AE-3200,CH-B,MID-04,Mid,0.52,210.0,98.87,90.17,93.64,1037.4,True,True,True,True,0,0.0,
1862,Rev9,9,W065,AE-3200,CH-B,MID-05,Mid,0.52,270.0,96.15,87.53,99.0,1137.0,True,True,False,False,0,0.0,
1863,Rev9,9,W065,AE-3200,CH-B,MID-06,Mid,0.52,330.0,97.29,89.46,97.14,1112.0,True,True,False,False,0,0.0,
1864,Rev9,9,W065,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,101.11,91.19,95.41,1187.2,False,True,False,False,1,4.97,arc_event
1865,Rev9,9,W065,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,102.28,86.75,94.79,1198.9,False,False,False,False,1,5.45,
1866,Rev9,9,W065,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,95.93,87.88,94.84,1078.8,True,True,False,True,0,0.0,
1867,Rev9,9,W065,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,100.1,89.59,99.46,1011.3,True,True,False,True,0,0.0,
1868,Rev9,9,W065,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,98.32,88.86,95.52,1018.2,True,True,False,True,0,0.0,
1869,Rev9,9,W065,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,101.48,90.14,89.17,1135.1,False,True,True,False,1,3.23,
1870,Rev9,9,W065,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,101.58,88.95,87.74,1038.6,False,True,True,True,0,0.0,
1871,Rev9,9,W065,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,99.78,87.76,100.02,1143.2,True,True,False,False,0,0.0,
1872,Rev9,9,W065,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,98.44,91.08,96.49,1160.6,True,True,False,False,0,0.0,
1873,Rev9,9,W065,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,99.64,88.21,95.06,1041.0,True,True,False,True,0,0.0,
1874,Rev9,9,W065,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,97.39,90.72,99.35,1018.8,True,True,False,True,1,6.14,polymer_residue
1875,Rev9,9,W065,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,100.46,87.41,99.25,1233.7,True,True,False,False,1,2.82,polymer_residue
1876,Rev9,9,W065,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,99.47,92.98,101.33,1079.2,True,True,False,True,0,0.0,
1877,Rev9,9,W065,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,101.34,90.77,96.3,1134.8,False,True,False,False,0,0.0,
1878,Rev9,9,W065,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,103.75,94.42,91.83,1168.0,False,True,True,False,2,7.41,arc_event
1879,Rev9,9,W065,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,101.24,92.52,98.9,1201.8,False,True,False,False,2,12.85,esc_temp_drift
1880,Rev9,9,W065,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,100.83,89.32,102.53,1121.0,False,True,False,False,0,0.0,
1881,Rev9,9,W065,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,99.26,88.59,96.73,1160.0,True,True,False,False,2,4.18,
1882,Rev9,9,W065,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,100.73,92.44,94.91,1111.0,True,True,False,False,0,0.0,
1883,Rev9,9,W065,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,98.23,90.52,102.05,1147.3,True,True,False,False,0,0.0,
1884,Rev9,9,W065,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,101.39,91.51,97.84,1134.1,False,True,False,False,0,0.0,
1885,Rev9,9,W065,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,99.33,94.66,92.88,1149.2,True,True,True,False,2,7.63,polymer_residue
1886,Rev10,10,W066,PX-7500,CH-C,C1,Center,0.0,0.0,98.02,90.38,91.3,1055.6,True,True,True,True,0,0.0,
1887,Rev10,10,W066,PX-7500,CH-C,MID-01,Mid,0.52,30.0,99.61,83.92,92.94,1098.2,True,False,True,False,1,2.48,polymer_residue
1888,Rev10,10,W066,PX-7500,CH-C,MID-02,Mid,0.52,90.0,97.32,88.12,102.6,1120.9,True,True,False,False,1,5.13,polymer_residue
1889,Rev10,10,W066,PX-7500,CH-C,MID-03,Mid,0.52,150.0,95.01,95.94,97.83,1123.2,True,True,False,False,1,6.3,polymer_residue
1890,Rev10,10,W066,PX-7500,CH-C,MID-04,Mid,0.52,210.0,95.25,90.87,91.41,1071.3,True,True,True,True,0,0.0,
1891,Rev10,10,W066,PX-7500,CH-C,MID-05,Mid,0.52,270.0,98.57,94.67,91.43,1064.7,True,True,True,True,0,0.0,
1892,Rev10,10,W066,PX-7500,CH-C,MID-06,Mid,0.52,330.0,97.91,90.41,92.7,1027.6,True,True,True,True,0,0.0,
1893,Rev10,10,W066,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,98.57,92.72,93.77,1043.4,True,True,True,True,0,0.0,
1894,Rev10,10,W066,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,99.32,95.48,99.94,988.4,True,True,False,True,0,0.0,
1895,Rev10,10,W066,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,99.11,98.54,100.5,1057.9,True,False,False,True,1,4.24,
1896,Rev10,10,W066,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,100.21,93.29,95.31,1103.8,True,True,False,False,0,0.0,
1897,Rev10,10,W066,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,102.04,91.96,97.77,1029.4,False,True,False,True,1,3.41,polymer_residue
1898,Rev10,10,W066,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,94.54,91.95,101.36,1120.1,True,True,False,False,0,0.0,
1899,Rev10,10,W066,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,99.8,95.6,96.84,1062.6,True,True,False,True,0,0.0,
1900,Rev10,10,W066,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,98.07,93.19,100.12,1121.8,True,True,False,False,0,0.0,
1901,Rev10,10,W066,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,96.66,92.21,93.52,1071.3,True,True,True,True,0,0.0,
1902,Rev10,10,W066,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,97.53,96.17,97.59,965.1,True,True,False,True,2,4.76,
1903,Rev10,10,W066,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,94.38,94.5,96.52,1102.6,True,True,False,False,1,6.48,polymer_residue
1904,Rev10,10,W066,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,102.21,96.99,100.05,1092.7,False,True,False,False,1,2.95,esc_temp_drift
1905,Rev10,10,W066,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,97.72,97.74,91.81,992.0,True,False,True,True,0,0.0,
1906,Rev10,10,W066,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,102.91,97.82,95.58,1216.4,False,False,False,False,2,6.06,endpoint_late
1907,Rev10,10,W066,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,95.27,95.29,97.5,1079.1,True,True,False,True,0,0.0,
