Wafer_ID,Lot_ID,Slot,fin_width_nm,fin_height_nm,gate_length_nm,gate_ox_thk_nm,hk_thk_nm,sd_epi_thk_nm,contact_cd_nm,m1_width_nm,m1_space_nm,via_cd_nm,vt_n_V,vt_p_V,idsat_uA_um,ss_mV_dec,fin_width_nm__in_spec,fin_height_nm__in_spec,gate_length_nm__in_spec,gate_ox_thk_nm__in_spec,hk_thk_nm__in_spec,sd_epi_thk_nm__in_spec,contact_cd_nm__in_spec,m1_width_nm__in_spec,m1_space_nm__in_spec,via_cd_nm__in_spec,vt_n_V__in_spec,vt_p_V__in_spec,idsat_uA_um__in_spec,ss_mV_dec__in_spec,fail_count,overall_pass,fail_mode
RL008W25,RL008,25,5.93042,55.75102,15.95493,1.12087,1.75436,12.30887,15.22143,18.71395,18.71094,17.08301,0.25878,-0.2418,883.6208,70.79024,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2,False,Junction Leak
RL009W01,RL009,1,5.45735,54.02743,16.02204,1.14119,1.72341,12.10297,15.8631,18.26142,18.78226,18.47957,0.23272,-0.25798,833.3322,69.57901,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Fin Collapse
RL009W02,RL009,2,5.88247,58.37839,16.0494,1.00395,1.69783,12.28916,14.56252,19.81022,18.59999,16.91655,0.25626,-0.24838,892.84921,65.64271,True,False,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W03,RL009,3,5.68205,53.98961,16.3162,1.08358,1.59289,13.07509,15.93035,18.7644,18.92482,17.43625,0.23207,-0.25302,940.74853,66.67718,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W04,RL009,4,5.67543,55.13838,16.40105,1.03037,1.81008,12.49384,15.98172,18.45557,19.02222,17.69904,0.24394,-0.2502,873.70083,65.88203,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W05,RL009,5,5.48785,50.60534,15.71024,0.99,1.65907,13.08216,15.39048,18.75597,19.46528,16.96172,0.24363,-0.24242,942.44801,67.3787,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W06,RL009,6,5.42982,53.35859,15.7172,0.99993,1.63416,12.61784,16.0269,18.90508,19.13004,16.87333,0.23846,-0.24083,878.9161,66.77301,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W07,RL009,7,5.24076,53.75745,16.01528,1.12513,1.6135,12.89055,15.09654,19.09745,19.94117,17.73614,0.2538,-0.25241,935.56732,64.81249,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W08,RL009,8,5.61103,53.5069,16.27818,1.08424,1.8337,13.6051,15.96065,18.85263,18.97218,17.52943,0.2508,-0.25032,928.59762,66.57969,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W09,RL009,9,5.90658,54.86269,15.7896,1.04201,1.81756,13.08413,16.10224,18.38709,18.34283,18.2905,0.24464,-0.26378,897.47428,68.36314,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W10,RL009,10,5.50523,56.07365,16.60434,1.11209,1.70761,13.1428,15.23259,17.68714,18.74001,17.34724,0.24884,-0.27309,961.82677,67.97902,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W11,RL009,11,5.67982,53.55749,15.74934,0.99932,1.66899,13.4477,15.5137,19.22455,18.29438,17.30479,0.22842,-0.26319,879.4513,65.74728,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W12,RL009,12,5.45573,53.19365,16.45661,1.12138,1.67802,12.75917,15.58018,19.42305,19.09992,17.93279,0.25275,-0.25776,897.72999,66.39196,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W13,RL009,13,5.60803,53.24514,16.328,1.05069,1.65507,12.97222,15.7768,19.48909,17.86169,17.08774,0.25233,-0.25613,966.58363,66.94485,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W14,RL009,14,5.83638,53.94643,15.3077,1.05747,1.53869,12.77453,15.33829,18.9357,18.58309,16.60177,0.25196,-0.26194,905.36313,64.13292,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W15,RL009,15,5.71446,54.67516,15.87175,1.0529,1.62931,12.29491,15.4303,18.76693,18.51126,17.17054,0.23491,-0.24375,936.64404,66.66294,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W16,RL009,16,5.75004,53.78137,15.89714,1.05852,1.61145,12.92091,15.79733,18.57575,18.91914,18.23286,0.23858,-0.25761,915.44749,66.01067,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W17,RL009,17,4.92518,54.4583,16.51677,1.08506,1.62214,13.69581,15.87388,18.78798,18.55406,17.80793,0.2513,-0.25443,888.97431,67.31517,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W18,RL009,18,5.18071,55.11582,16.50615,1.11397,1.52385,13.06631,14.99095,19.17812,19.13011,17.01324,0.25002,-0.25676,918.9681,66.39945,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W19,RL009,19,5.3893,52.43779,15.50452,1.0839,1.60705,12.67211,16.18372,19.19199,19.30499,17.31949,0.2732,-0.23888,869.95175,63.40772,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Fin Collapse
RL009W20,RL009,20,5.93123,54.20502,16.52347,1.0702,1.65605,12.76838,15.50133,19.76274,18.95112,17.93511,0.23895,-0.2329,925.74349,65.02884,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W21,RL009,21,5.39701,54.30141,16.22995,1.01559,1.68341,12.21933,15.10592,18.68069,17.78377,17.30251,0.23866,-0.25923,897.70122,64.73303,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W22,RL009,22,5.61883,53.26987,15.90482,1.13777,1.71799,12.46546,16.02954,19.31323,18.98023,17.34401,0.2476,-0.25764,958.32817,66.82195,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W23,RL009,23,5.57526,54.84151,16.1889,1.00153,1.70392,12.28453,15.00039,18.20229,17.98462,17.54374,0.24402,-0.27084,923.86677,65.68772,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W24,RL009,24,5.98157,56.98351,16.60799,1.06546,1.53874,12.75892,15.54666,18.27159,19.72168,17.64114,0.24708,-0.25837,966.34621,67.81457,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL009W25,RL009,25,5.82661,54.38337,15.91747,1.12064,1.76639,13.01606,15.44645,19.05555,19.29684,18.53074,0.25566,-0.24942,892.39063,67.63664,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W01,RL010,1,5.68888,54.32068,16.67415,1.01261,1.78186,12.36187,15.26466,18.53558,18.07274,17.1576,0.25972,-0.27901,894.08507,68.58636,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Junction Leak
RL010W02,RL010,2,6.39992,55.2218,16.85223,1.08213,1.64281,12.82181,16.18022,18.59894,18.29265,17.75117,0.26615,-0.25422,847.2051,71.75838,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Junction Leak
RL010W03,RL010,3,5.70748,53.35176,16.87487,1.08247,1.711,12.52609,15.26912,18.14997,17.70949,16.98708,0.2442,-0.25851,890.13239,66.259,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W04,RL010,4,5.26085,54.07203,16.57369,1.01553,1.74975,12.22918,16.07362,18.46884,18.87955,16.74901,0.25705,-0.28411,891.48197,66.00342,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W05,RL010,5,5.72212,55.85147,16.60303,1.07592,1.66037,13.16608,16.33406,18.27943,17.83164,16.66142,0.25803,-0.26586,922.27567,63.63732,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W06,RL010,6,5.78141,55.43514,16.82366,1.07383,1.68158,12.13933,15.45622,19.39221,17.87415,17.65158,0.26172,-0.27733,895.51474,67.37023,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2,False,Junction Leak
RL010W07,RL010,7,6.17326,54.72682,16.42069,1.05518,1.79123,13.55121,15.66036,18.54344,17.8686,16.82841,0.24239,-0.28763,870.52985,65.48953,True,True,True,True,True,True,True,True,True,True,True,False,True,True,2,False,Vt Shift
RL010W08,RL010,8,5.75776,56.11192,16.39805,0.99692,1.74185,13.31945,16.15636,18.21118,18.68132,18.31282,0.28094,-0.25475,852.35827,67.72122,True,True,True,True,True,True,True,True,True,True,False,True,True,True,0,True,None
RL010W09,RL010,9,5.56832,54.31098,16.30695,1.02409,1.61811,12.64417,16.01375,18.94753,18.88265,18.20341,0.24973,-0.25974,853.66127,69.74476,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Vt Shift
RL010W10,RL010,10,6.02455,56.75091,16.23013,1.09113,1.71921,12.05039,16.10291,18.38211,18.96062,17.17203,0.2562,-0.24789,873.07707,67.81966,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W11,RL010,11,6.24911,54.67894,16.29876,0.99604,1.49579,13.86189,15.49435,17.59899,18.40999,17.17541,0.22624,-0.24381,896.94407,66.64205,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2,False,Metal Migration
RL010W12,RL010,12,5.63714,54.26226,17.18353,1.03909,1.7063,12.5181,15.47337,18.55221,18.15841,17.9586,0.27649,-0.26757,916.96908,71.18126,True,True,True,True,True,True,True,True,True,True,False,True,True,True,0,True,None
RL010W13,RL010,13,5.83914,51.48222,16.50091,1.07389,1.69823,12.70179,16.05031,18.73793,17.84136,17.39831,0.26376,-0.2582,869.43598,67.92275,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Junction Leak
RL010W14,RL010,14,6.14182,53.55389,16.12166,1.0206,1.65842,12.68686,15.1195,18.01677,18.42894,17.19242,0.25359,-0.25179,869.60563,69.54192,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W15,RL010,15,6.26839,53.7747,16.46636,1.10186,1.69569,12.74781,16.19912,17.85671,19.07027,17.18972,0.26472,-0.2734,892.02681,67.74682,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W16,RL010,16,5.49626,52.56311,16.41593,0.97655,1.63265,12.90987,15.70312,16.95516,18.61693,18.39844,0.26621,-0.23537,924.3664,66.53397,True,True,True,True,True,True,True,False,True,True,True,True,True,True,0,True,None
RL010W17,RL010,17,6.14218,54.42348,15.5992,1.02677,1.73365,12.60542,15.53568,17.4623,18.11636,17.34967,0.26473,-0.25642,931.02711,67.01073,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W18,RL010,18,5.99931,55.6578,15.58526,1.06501,1.75573,13.11407,16.05565,18.95539,18.39097,17.77007,0.23991,-0.26813,892.30847,66.96482,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W19,RL010,19,5.75779,55.6594,16.04689,1.13387,1.64474,12.54004,15.75414,18.08862,18.81886,17.77316,0.23479,-0.25342,886.70584,66.2603,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W20,RL010,20,5.27752,53.94207,17.01166,1.06935,1.7624,12.87344,15.58117,19.09952,17.94565,17.65384,0.28321,-0.27641,913.29353,65.23352,True,True,True,True,True,True,True,True,True,True,False,True,True,True,0,True,None
RL010W21,RL010,21,6.05075,53.78875,15.89856,0.95739,1.60577,12.04334,15.39029,17.97555,18.4679,17.41814,0.24447,-0.26873,884.65021,68.97856,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL010W22,RL010,22,5.65641,58.47288,16.14451,1.14812,1.79712,12.71002,16.37401,17.26455,17.63797,17.64973,0.28611,-0.27064,885.916,68.36606,True,False,True,True,True,True,True,True,True,True,False,True,True,True,1,False,Wear-out
RL010W23,RL010,23,5.91945,53.36496,16.63545,1.08912,1.68559,11.28625,15.59382,16.95275,18.04552,18.06101,0.24549,-0.26568,891.93563,67.89604,True,True,True,True,True,False,True,False,True,True,True,True,True,True,0,True,None
RL010W24,RL010,24,5.72549,55.98701,16.59499,1.03936,1.75067,12.80838,16.84216,18.33379,18.01215,16.89699,0.29164,-0.28125,843.88445,70.66793,True,True,True,True,True,True,True,True,True,True,False,True,True,True,2,False,Oxide BD
RL010W25,RL010,25,6.06157,55.56806,16.00691,1.1054,1.6461,13.65847,16.65442,17.53828,18.6815,18.21538,0.259,-0.26816,877.72347,69.69252,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Metal Migration
RL011W01,RL011,1,5.62578,55.84707,16.00811,1.06112,1.68378,12.69268,16.28685,17.7153,17.60643,18.04621,0.27201,-0.26298,886.94202,68.68644,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Fin Collapse
RL011W02,RL011,2,5.90577,51.04782,16.53777,1.0752,1.66151,12.07686,15.59825,18.34035,17.68328,17.25549,0.2703,-0.27419,870.96816,69.56006,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Oxide BD
RL011W03,RL011,3,6.10592,53.67021,15.9447,1.05404,1.75723,12.85615,16.13192,18.44057,17.96706,18.17946,0.26293,-0.2463,907.41598,66.02822,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W04,RL011,4,5.33418,55.54612,16.125,1.00906,1.62032,12.45902,14.86365,18.67722,18.55414,18.14528,0.2472,-0.25512,896.58332,67.16279,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W05,RL011,5,5.71453,54.92635,16.00401,1.06438,1.7667,11.81432,16.09179,18.78704,18.8418,17.98795,0.25123,-0.2524,887.04129,64.96072,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W06,RL011,6,5.91325,53.16084,16.54967,1.05086,1.74561,12.69045,15.84181,19.18826,19.00651,17.52394,0.26202,-0.27076,908.40836,67.57807,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W07,RL011,7,6.48648,54.49138,16.64279,1.07988,1.72783,13.0946,16.2282,17.93489,18.35177,16.83724,0.2831,-0.2715,882.76903,67.77151,False,True,True,True,True,True,True,True,True,True,False,True,True,True,1,False,Contact Open
RL011W08,RL011,8,5.49161,52.79477,16.05044,1.07593,1.62414,12.83039,15.66719,18.74103,17.59918,17.47835,0.25261,-0.26524,860.46378,69.94002,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W09,RL011,9,5.8561,55.11759,16.17006,1.0942,1.73417,13.37326,15.82592,18.44181,17.906,17.90853,0.23957,-0.25007,894.56722,64.67223,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W10,RL011,10,5.76887,56.63875,16.56797,1.05199,1.70975,12.44879,15.73401,18.72292,19.30537,17.07391,0.25181,-0.26026,880.26137,65.17883,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W11,RL011,11,6.05299,55.63541,16.20297,0.98665,1.61696,12.95088,14.76978,19.19545,18.67187,17.65009,0.26662,-0.25818,891.31111,68.87489,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W12,RL011,12,6.1271,53.23112,16.73764,1.03919,1.78941,11.78782,15.13288,18.39763,18.71153,18.58413,0.25777,-0.27172,918.67573,66.08638,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Vt Shift
RL011W13,RL011,13,5.64668,55.21761,15.36373,1.13476,1.58508,12.28143,15.75582,18.44707,18.57597,17.52268,0.25111,-0.28385,890.10831,66.41875,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Oxide BD
RL011W14,RL011,14,5.83232,53.27452,16.07008,1.00855,1.68303,13.51238,15.2241,18.33496,18.55612,17.50973,0.248,-0.27188,870.43332,69.14101,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W15,RL011,15,6.1142,54.22238,16.11068,1.07621,1.75036,13.16807,16.52701,18.736,18.76577,17.12373,0.2412,-0.26091,901.80542,68.30101,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Contact Open
RL011W16,RL011,16,5.96113,55.04093,16.5133,1.05848,1.67881,12.60935,15.21705,18.09823,18.5131,17.56863,0.23748,-0.25272,913.63314,68.13829,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W17,RL011,17,5.29982,54.44822,16.2691,1.00797,1.64388,12.86604,14.79957,17.83302,17.75268,17.53192,0.25103,-0.26512,904.85088,67.92672,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W18,RL011,18,5.55637,54.73177,16.00072,1.06185,1.69875,12.77732,15.23565,18.72442,18.88855,17.36427,0.25432,-0.2728,929.17948,65.60415,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Contact Open
RL011W19,RL011,19,5.85035,53.76179,16.11313,1.03085,1.58324,12.66576,15.44839,18.04163,18.68241,18.38017,0.25129,-0.26419,918.30575,66.71352,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W20,RL011,20,6.24025,55.27797,15.94354,1.06403,1.75636,12.97602,15.59388,18.13331,18.25019,16.97848,0.24172,-0.24324,884.56787,67.16405,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2,False,Contact Open
RL011W21,RL011,21,6.00425,55.67069,15.75473,1.00152,1.73912,12.45861,16.01269,18.2796,17.48111,18.55059,0.26315,-0.25173,859.3153,68.76825,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W22,RL011,22,5.45875,54.14633,16.05165,0.97095,1.74542,12.42773,15.68579,17.71676,18.78494,17.66287,0.25016,-0.25439,897.34978,63.7437,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W23,RL011,23,5.61939,51.37567,16.46222,1.09913,1.72497,12.95733,15.89629,18.05988,18.7643,17.47139,0.24708,-0.25808,895.23887,66.05831,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL011W24,RL011,24,5.73791,53.66085,16.17169,1.04244,1.66816,13.57431,15.63142,18.07159,17.47638,18.08264,0.27033,-0.28676,825.20017,67.35633,True,True,True,True,True,True,True,True,True,True,True,False,True,True,1,False,Junction Leak
RL011W25,RL011,25,6.2004,55.95959,16.36859,1.12708,1.73905,11.71925,15.73482,18.61984,17.26246,16.89794,0.26119,-0.27887,892.26941,70.0217,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Oxide BD
RL012W01,RL012,1,5.03891,53.77772,16.14128,0.97428,1.65947,12.43135,15.22138,18.58056,18.63897,18.08773,0.25075,-0.26543,907.17365,66.05942,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W02,RL012,2,5.73117,54.38429,16.14362,1.07058,1.70444,13.41796,15.39849,18.34832,18.60926,17.97846,0.25353,-0.26235,908.29287,66.77267,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W03,RL012,3,5.62287,54.82241,16.07207,0.90996,1.64295,12.72939,15.35916,17.87407,18.53889,18.21102,0.2422,-0.24782,951.55722,67.90379,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W04,RL012,4,5.06489,52.78007,15.71753,1.01508,1.61668,12.37599,15.53288,17.79524,17.64442,16.86929,0.24296,-0.26488,937.59521,64.83053,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W05,RL012,5,5.65078,56.11768,15.94859,1.00945,1.68108,13.20478,15.2116,19.12686,18.62881,17.19876,0.23505,-0.26325,932.06778,68.56281,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W06,RL012,6,5.5598,53.69376,16.05672,0.9867,1.59091,13.03266,14.87217,18.30585,18.19344,17.36397,0.23337,-0.25946,905.96289,65.14,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W07,RL012,7,5.93847,53.74162,15.29683,0.99032,1.65711,13.47493,15.38311,17.76462,19.27438,17.35407,0.25477,-0.22963,907.34929,66.53864,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W08,RL012,8,5.9408,54.598,16.33485,0.98534,1.62042,11.99194,15.62155,18.5139,17.94088,17.81053,0.26185,-0.26436,864.65686,67.36045,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W09,RL012,9,5.49648,52.34498,15.84494,0.97394,1.69661,12.96235,16.01397,18.03053,18.56705,16.85604,0.236,-0.23777,891.83492,64.85593,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W10,RL012,10,5.21036,54.27907,15.80845,1.05018,1.64497,12.65999,15.29307,18.20265,19.58332,18.04021,0.24685,-0.25561,875.88561,65.23076,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W11,RL012,11,6.18705,52.9132,15.40116,0.95087,1.69955,13.19944,15.42093,19.38132,19.67249,18.05446,0.25318,-0.26915,938.77489,65.16483,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W12,RL012,12,5.33478,54.2775,16.0836,1.02376,1.74829,13.35263,15.69077,17.4534,18.75768,17.40648,0.25193,-0.25451,904.44686,65.84391,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W13,RL012,13,5.75609,53.58094,16.50324,1.0178,1.65382,13.25965,15.11653,18.10629,18.89933,17.50085,0.22873,-0.24704,906.27491,64.67111,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W14,RL012,14,5.65141,52.02913,15.71968,0.95972,1.68662,12.9284,15.69537,18.36391,18.44055,18.10191,0.22519,-0.24724,918.52466,65.05021,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W15,RL012,15,5.46759,55.07032,16.15453,1.05687,1.58904,13.20392,15.15399,18.64391,18.94309,17.51788,0.2523,-0.2545,878.46747,66.74163,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W16,RL012,16,5.61005,52.14725,15.81261,1.00877,1.61968,13.1267,15.56274,19.04561,19.55851,17.57066,0.25096,-0.24905,879.18165,66.49834,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W17,RL012,17,5.32244,53.68718,15.81863,1.0826,1.69329,13.13028,15.26521,18.70428,18.93885,17.05617,0.24666,-0.2549,902.08124,66.11125,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W18,RL012,18,5.64138,55.94487,16.11508,1.02739,1.69272,13.64338,15.45991,18.293,17.39978,17.33374,0.27214,-0.25251,882.76497,66.80669,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W19,RL012,19,5.63148,53.58589,15.65282,0.98197,1.6261,13.41189,14.77093,18.29457,18.83256,17.35096,0.24778,-0.2489,883.6464,68.73002,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W20,RL012,20,5.53463,55.01067,15.74192,0.96948,1.6799,13.34037,14.66912,17.99083,17.83896,17.71775,0.22182,-0.25181,884.06822,68.78604,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W21,RL012,21,5.70317,53.60575,15.87483,1.04265,1.72364,12.69977,16.0218,18.87413,18.79,17.42498,0.23707,-0.24889,888.11048,67.48626,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W22,RL012,22,5.76089,53.54227,16.16742,1.02164,1.62851,11.97431,16.05871,18.05197,19.02299,17.48962,0.22659,-0.2586,941.81676,65.3598,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W23,RL012,23,5.27618,53.85699,15.46073,1.00964,1.63656,12.6148,15.105,18.21831,18.97735,17.77766,0.23657,-0.25508,902.82074,61.84994,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL012W24,RL012,24,6.14926,54.78433,16.7559,1.09971,1.656,12.42985,15.18336,18.45614,17.67055,18.12764,0.26087,-0.25296,911.25665,66.2962,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2,False,Fin Collapse
RL012W25,RL012,25,5.65875,54.85782,16.37343,1.05136,1.5954,12.7451,16.45452,18.51897,18.0383,17.19195,0.27482,-0.25508,932.77187,67.72159,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL013W01,RL013,1,5.82888,56.6848,15.89366,1.01872,1.66806,12.81032,15.89483,19.43454,19.24728,17.54893,0.23822,-0.26898,951.74284,66.04082,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,False,Oxide BD
RL013W02,RL013,2,5.69349,54.3967,16.39694,1.08917,1.66347,12.95818,15.49601,17.97175,18.68735,17.92812,0.25028,-0.25735,903.58305,69.50052,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Junction Leak
RL013W03,RL013,3,5.37051,52.11432,16.19349,1.01802,1.56237,12.48,15.55761,18.92623,17.76893,16.60712,0.24903,-0.24699,856.90969,65.02688,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Metal Migration
RL013W04,RL013,4,5.80636,54.07121,15.94779,1.07206,1.66505,13.56702,15.73099,18.45703,17.83517,16.27833,0.2486,-0.26405,895.43749,64.4348,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,False,Metal Migration
RL013W05,RL013,5,5.34044,52.82095,15.65012,0.91543,1.79786,13.24404,15.70049,17.59689,18.78675,18.05685,0.22051,-0.23666,947.68385,65.77155,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Oxide BD
RL013W06,RL013,6,5.256,53.25121,15.63431,1.06085,1.59721,11.91715,15.39138,18.72919,18.13643,16.95397,0.24411,-0.24037,909.38041,67.37823,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Metal Migration
RL013W07,RL013,7,5.15912,55.4418,16.52367,1.00463,1.72994,12.86434,16.15044,18.54839,18.45665,17.62425,0.23976,-0.25953,953.89806,65.064,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,False,Contact Open
RL013W08,RL013,8,5.7548,56.20231,16.33384,1.04717,1.73477,12.38696,15.42095,19.23441,17.86209,18.06087,0.24534,-0.25748,890.23818,65.32713,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Wear-out
RL013W09,RL013,9,5.62264,49.0991,15.43272,1.05571,1.68835,12.92648,15.37132,18.31924,19.31271,17.65383,0.24809,-0.23152,947.63809,65.26588,True,False,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Wear-out
RL013W10,RL013,10,5.4057,55.40759,15.87727,1.06891,1.59551,13.57998,15.62533,18.84758,18.32498,16.68242,0.23422,-0.23367,898.81433,64.70837,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Contact Open
RL013W11,RL013,11,4.95135,55.09833,15.91633,1.03211,1.64996,12.60166,15.04158,18.82777,18.30214,17.39598,0.24935,-0.25297,881.67073,70.60499,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,False,Oxide BD
RL013W12,RL013,12,5.4463,53.88653,16.14958,1.05173,1.55145,12.76951,14.96814,18.47668,18.08155,17.70921,0.22929,-0.25941,979.17601,66.98241,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Oxide BD
RL013W13,RL013,13,5.91594,55.33415,15.9089,1.01511,1.65063,12.06512,15.51116,18.05856,18.03356,17.20842,0.25626,-0.25667,893.83594,63.46087,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,False,Wear-out
RL013W14,RL013,14,5.57102,52.74673,15.88896,1.08912,1.55807,13.37828,15.8095,17.79144,18.2093,17.88721,0.24395,-0.25967,882.4318,68.87129,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,False,Vt Shift
