Wafer_ID,Lot_ID,Slot,Fin Etch,Gate Oxide,HK/MG,S/D Epi,Contact,M1 BEOL,Via
RL010W19,RL010,19,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-02,ETCH-06
RL010W20,RL010,20,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-02,ETCH-06
RL010W21,RL010,21,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-02,ETCH-06
RL010W22,RL010,22,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-02,ETCH-06
RL010W23,RL010,23,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-02,ETCH-06
RL010W24,RL010,24,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-02,ETCH-06
RL010W25,RL010,25,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-02,ETCH-06
RL011W01,RL011,1,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W02,RL011,2,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W03,RL011,3,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W04,RL011,4,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W05,RL011,5,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W06,RL011,6,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W07,RL011,7,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W08,RL011,8,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W09,RL011,9,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W10,RL011,10,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W11,RL011,11,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W12,RL011,12,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W13,RL011,13,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W14,RL011,14,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W15,RL011,15,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W16,RL011,16,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W17,RL011,17,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W18,RL011,18,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W19,RL011,19,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W20,RL011,20,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W21,RL011,21,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W22,RL011,22,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W23,RL011,23,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W24,RL011,24,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL011W25,RL011,25,ETCH-01,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL012W01,RL012,1,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W02,RL012,2,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W03,RL012,3,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W04,RL012,4,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W05,RL012,5,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W06,RL012,6,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W07,RL012,7,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W08,RL012,8,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W09,RL012,9,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W10,RL012,10,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W11,RL012,11,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W12,RL012,12,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W13,RL012,13,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W14,RL012,14,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W15,RL012,15,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W16,RL012,16,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W17,RL012,17,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W18,RL012,18,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W19,RL012,19,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W20,RL012,20,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W21,RL012,21,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W22,RL012,22,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W23,RL012,23,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W24,RL012,24,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL012W25,RL012,25,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-02,ETCH-06
RL013W01,RL013,1,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W02,RL013,2,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W03,RL013,3,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W04,RL013,4,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W05,RL013,5,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W06,RL013,6,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W07,RL013,7,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W08,RL013,8,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W09,RL013,9,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W10,RL013,10,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W11,RL013,11,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W12,RL013,12,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W13,RL013,13,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W14,RL013,14,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W15,RL013,15,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W16,RL013,16,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W17,RL013,17,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W18,RL013,18,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W19,RL013,19,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W20,RL013,20,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W21,RL013,21,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W22,RL013,22,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W23,RL013,23,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W24,RL013,24,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL013W25,RL013,25,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-02,ETCH-06
RL014W01,RL014,1,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W02,RL014,2,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W03,RL014,3,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W04,RL014,4,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W05,RL014,5,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W06,RL014,6,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W07,RL014,7,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W08,RL014,8,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W09,RL014,9,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W10,RL014,10,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W11,RL014,11,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W12,RL014,12,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W13,RL014,13,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W14,RL014,14,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W15,RL014,15,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W16,RL014,16,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W17,RL014,17,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W18,RL014,18,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W19,RL014,19,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W20,RL014,20,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W21,RL014,21,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W22,RL014,22,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W23,RL014,23,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W24,RL014,24,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL014W25,RL014,25,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL015W01,RL015,1,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W02,RL015,2,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W03,RL015,3,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W04,RL015,4,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W05,RL015,5,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W06,RL015,6,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W07,RL015,7,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W08,RL015,8,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W09,RL015,9,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W10,RL015,10,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W11,RL015,11,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W12,RL015,12,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W13,RL015,13,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W14,RL015,14,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W15,RL015,15,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W16,RL015,16,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W17,RL015,17,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W18,RL015,18,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W19,RL015,19,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W20,RL015,20,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W21,RL015,21,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W22,RL015,22,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W23,RL015,23,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W24,RL015,24,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL015W25,RL015,25,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL016W01,RL016,1,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W02,RL016,2,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W03,RL016,3,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W04,RL016,4,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W05,RL016,5,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W06,RL016,6,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W07,RL016,7,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W08,RL016,8,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W09,RL016,9,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W10,RL016,10,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W11,RL016,11,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W12,RL016,12,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W13,RL016,13,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W14,RL016,14,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W15,RL016,15,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W16,RL016,16,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W17,RL016,17,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W18,RL016,18,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W19,RL016,19,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W20,RL016,20,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W21,RL016,21,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W22,RL016,22,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W23,RL016,23,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W24,RL016,24,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL016W25,RL016,25,ETCH-01,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-06
RL017W01,RL017,1,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W02,RL017,2,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W03,RL017,3,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W04,RL017,4,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W05,RL017,5,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W06,RL017,6,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W07,RL017,7,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W08,RL017,8,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W09,RL017,9,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W10,RL017,10,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W11,RL017,11,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W12,RL017,12,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W13,RL017,13,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W14,RL017,14,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W15,RL017,15,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W16,RL017,16,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W17,RL017,17,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W18,RL017,18,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W19,RL017,19,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W20,RL017,20,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W21,RL017,21,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W22,RL017,22,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W23,RL017,23,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W24,RL017,24,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL017W25,RL017,25,ETCH-03,FURN-02,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-07
RL018W01,RL018,1,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W02,RL018,2,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W03,RL018,3,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W04,RL018,4,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W05,RL018,5,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W06,RL018,6,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W07,RL018,7,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W08,RL018,8,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W09,RL018,9,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W10,RL018,10,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W11,RL018,11,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W12,RL018,12,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W13,RL018,13,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W14,RL018,14,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W15,RL018,15,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W16,RL018,16,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W17,RL018,17,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W18,RL018,18,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W19,RL018,19,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W20,RL018,20,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W21,RL018,21,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W22,RL018,22,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W23,RL018,23,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W24,RL018,24,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL018W25,RL018,25,ETCH-02,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL019W01,RL019,1,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W02,RL019,2,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W03,RL019,3,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W04,RL019,4,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W05,RL019,5,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W06,RL019,6,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W07,RL019,7,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W08,RL019,8,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W09,RL019,9,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W10,RL019,10,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W11,RL019,11,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W12,RL019,12,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W13,RL019,13,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W14,RL019,14,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W15,RL019,15,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W16,RL019,16,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W17,RL019,17,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W18,RL019,18,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W19,RL019,19,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W20,RL019,20,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W21,RL019,21,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W22,RL019,22,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W23,RL019,23,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W24,RL019,24,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL019W25,RL019,25,ETCH-03,FURN-01,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL020W01,RL020,1,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W02,RL020,2,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W03,RL020,3,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W04,RL020,4,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W05,RL020,5,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W06,RL020,6,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W07,RL020,7,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W08,RL020,8,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W09,RL020,9,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W10,RL020,10,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W11,RL020,11,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL020W12,RL020,12,ETCH-03,FURN-02,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
